レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202609091405,2026-09-09,14,鳴門,5R,ヴィーナスシリーズ第１２戦　マクール杯競走,４日目,IP,M,予選,10:28,
202609091406,2026-09-09,14,鳴門,6R,ヴィーナスシリーズ第１２戦　マクール杯競走,４日目,IP,M,予選,10:58,
202609091407,2026-09-09,14,鳴門,7R,ヴィーナスシリーズ第１２戦　マクール杯競走,４日目,IP,M,予選,11:28,
202609091408,2026-09-09,14,鳴門,8R,ヴィーナスシリーズ第１２戦　マクール杯競走,４日目,IP,M,予選,12:05,
202609091409,2026-09-09,14,鳴門,9R,ヴィーナスシリーズ第１２戦　マクール杯競走,４日目,IP,M,特賞,12:38,
202609091410,2026-09-09,14,鳴門,10R,ヴィーナスシリーズ第１２戦　マクール杯競走,４日目,IP,M,特賞,13:09,
202609091411,2026-09-09,14,鳴門,11R,ヴィーナスシリーズ第１２戦　マクール杯競走,４日目,IP,M,特選,13:49,
202609091412,2026-09-09,14,鳴門,12R,ヴィーナスシリーズ第１２戦　マクール杯競走,４日目,IP,M,特選,14:28,
202609091601,2026-09-09,16,児島,1R,大阪スポーツ杯,３日目,IP,D,朝得ガァ〜コ戦,10:53,
202609091602,2026-09-09,16,児島,2R,大阪スポーツ杯,３日目,IP,D,予選,11:22,
202609091603,2026-09-09,16,児島,3R,大阪スポーツ杯,３日目,IP,D,予選,11:48,
202609091604,2026-09-09,16,児島,4R,大阪スポーツ杯,３日目,IP,D,コジマだ４っ！,12:20,
202609091605,2026-09-09,16,児島,5R,大阪スポーツ杯,３日目,IP,D,日替艇食戦,12:50,
202609091606,2026-09-09,16,児島,6R,大阪スポーツ杯,３日目,IP,D,予選,13:20,
202609091607,2026-09-09,16,児島,7R,大阪スポーツ杯,３日目,IP,D,予選,13:47,
202609091608,2026-09-09,16,児島,8R,大阪スポーツ杯,３日目,IP,D,予選,14:22,
202609091609,2026-09-09,16,児島,9R,大阪スポーツ杯,３日目,IP,D,これしか９じゃ,14:50,
202609091610,2026-09-09,16,児島,10R,大阪スポーツ杯,３日目,IP,D,予選特賞,15:27,
202609091611,2026-09-09,16,児島,11R,大阪スポーツ杯,３日目,IP,D,予選特選,16:01,
202609091612,2026-09-09,16,児島,12R,大阪スポーツ杯,３日目,IP,D,記者選抜戦,16:44,
202609091701,2026-09-09,17,宮島,1R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,D,ファーストＢ,10:46,
202609091702,2026-09-09,17,宮島,2R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,D,予選,11:11,
202609091703,2026-09-09,17,宮島,3R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,D,予選,11:40,
202609091704,2026-09-09,17,宮島,4R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,D,予選,12:10,
202609091705,2026-09-09,17,宮島,5R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,D,ランチ特賞,12:42,
202609091706,2026-09-09,17,宮島,6R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,D,予選,13:08,
202609091707,2026-09-09,17,宮島,7R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,D,予選,13:39,
202609091708,2026-09-09,17,宮島,8R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,D,予選,14:10,
202609091709,2026-09-09,17,宮島,9R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,D,予選,14:40,
202609091710,2026-09-09,17,宮島,10R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,D,予選特賞,15:14,
202609091711,2026-09-09,17,宮島,11R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,D,予選特選,15:52,
202609091712,2026-09-09,17,宮島,12R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,D,モンタドリーム,16:34,
202609092001,2026-09-09,20,若松,1R,唐十杯,初　日,IP,N,予選,15:20,
202609092002,2026-09-09,20,若松,2R,唐十杯,初　日,IP,N,予選,15:48,
202609092003,2026-09-09,20,若松,3R,唐十杯,初　日,IP,N,予選,16:13,
202609092004,2026-09-09,20,若松,4R,唐十杯,初　日,IP,N,予選,16:41,
202609092005,2026-09-09,20,若松,5R,唐十杯,初　日,IP,N,進入固定戦隊,17:10,
202609092006,2026-09-09,20,若松,6R,唐十杯,初　日,IP,N,予選,17:37,
202609092007,2026-09-09,20,若松,7R,唐十杯,初　日,IP,N,予選特賞,18:04,
202609092008,2026-09-09,20,若松,8R,唐十杯,初　日,IP,N,エイトビート,18:33,
202609092009,2026-09-09,20,若松,9R,唐十杯,初　日,IP,N,予選,19:04,
202609092010,2026-09-09,20,若松,10R,唐十杯,初　日,IP,N,予選特賞,19:36,
202609092011,2026-09-09,20,若松,11R,唐十杯,初　日,IP,N,予選特選,20:07,
202609092012,2026-09-09,20,若松,12R,唐十杯,初　日,IP,N,ドリーム戦,20:38,
202609092101,2026-09-09,21,芦屋,1R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,M,サンライズＶ戦,08:32,
202609092102,2026-09-09,21,芦屋,2R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,M,サンライズＷ戦,08:58,
202609092103,2026-09-09,21,芦屋,3R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,M,サンライズＸ戦,09:24,
202609092104,2026-09-09,21,芦屋,4R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,M,サンライズＹ戦,09:50,
202609092105,2026-09-09,21,芦屋,5R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,M,サンライズＺ戦,10:18,
202609092106,2026-09-09,21,芦屋,6R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,M,予選,10:48,
202609092107,2026-09-09,21,芦屋,7R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,M,予選,11:18,
202609092108,2026-09-09,21,芦屋,8R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,M,予選,11:50,
202609092109,2026-09-09,21,芦屋,9R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,M,予選特賞,12:24,
202609092110,2026-09-09,21,芦屋,10R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,M,予選特賞,12:58,
202609092111,2026-09-09,21,芦屋,11R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,M,予選特選,13:34,
202609092112,2026-09-09,21,芦屋,12R,ＢＯＡＴＲＡＣＥ振興会会長賞,初　日,IP,M,ドリームレース,14:13,
202609092401,2026-09-09,24,大村,1R,開設７４周年記念　海の王者決定戦,３日目,G1,N,予選,15:15,
202609092402,2026-09-09,24,大村,2R,開設７４周年記念　海の王者決定戦,３日目,G1,N,予選,15:45,
202609092403,2026-09-09,24,大村,3R,開設７４周年記念　海の王者決定戦,３日目,G1,N,予選,16:15,
202609092404,2026-09-09,24,大村,4R,開設７４周年記念　海の王者決定戦,３日目,G1,N,予選,16:50,
202609092405,2026-09-09,24,大村,5R,開設７４周年記念　海の王者決定戦,３日目,G1,N,予選,17:19,
202609092406,2026-09-09,24,大村,6R,開設７４周年記念　海の王者決定戦,３日目,G1,N,予選,17:46,
202609092407,2026-09-09,24,大村,7R,開設７４周年記念　海の王者決定戦,３日目,G1,N,予選,18:13,
202609092408,2026-09-09,24,大村,8R,開設７４周年記念　海の王者決定戦,３日目,G1,N,予選,18:43,
202609092409,2026-09-09,24,大村,9R,開設７４周年記念　海の王者決定戦,３日目,G1,N,予選,19:14,
202609092410,2026-09-09,24,大村,10R,開設７４周年記念　海の王者決定戦,３日目,G1,N,予選,19:47,
202609092411,2026-09-09,24,大村,11R,開設７４周年記念　海の王者決定戦,３日目,G1,N,予選,20:16,
202609092412,2026-09-09,24,大村,12R,開設７４周年記念　海の王者決定戦,３日目,G1,N,予選,20:45,
