記録日,場コード,モーター番号,節,節最終日,走行日,日次,走,級別,グレード分類,進入,着順,生得点,セルμ,セルσ,残差z,減衰重み
2026-09-09,01,11,3,2026-08-05,2026-07-31,1,2,A2,G2_G3_一般,2,3,45,45.2099,24.1312,-0.0087,0.629961
2026-09-09,01,11,3,2026-08-05,2026-08-01,2,1,A2,G2_G3_一般,1,1,75,61.5903,20.9012,0.641575,0.63728
2026-09-09,01,11,3,2026-08-05,2026-08-01,2,2,A2,G2_G3_一般,3,2,60,44.2099,24.3336,0.648899,0.63728
2026-09-09,01,11,3,2026-08-05,2026-08-02,3,2,A2,G2_G3_一般,5,1,75,34.524,22.6356,1.788156,0.644685
2026-09-09,01,11,3,2026-08-05,2026-08-03,4,1,A2,G2_G3_一般,6,6,0,26.6325,21.6904,-1.227847,0.652176
2026-09-09,01,11,3,2026-08-05,2026-08-03,4,2,A2,G2_G3_一般,3,5,15,44.2099,24.3336,-1.200395,0.652176
2026-09-09,01,11,3,2026-08-05,2026-08-04,5,2,A2,G2_G3_一般,5,4,30,34.524,22.6356,-0.199864,0.659754
2026-09-09,01,11,4,2026-07-27,2026-07-23,1,1,A2,G2_G3_一般,4,3,45,39.6899,24.025,0.221024,0.574349
2026-09-09,01,11,4,2026-07-27,2026-07-23,1,2,A2,G2_G3_一般,1,1,75,61.5903,20.9012,0.641575,0.574349
2026-09-09,01,11,4,2026-07-27,2026-07-24,2,1,A2,G2_G3_一般,2,1,75,45.2099,24.1312,1.234504,0.581023
2026-09-09,01,11,4,2026-07-27,2026-07-24,2,2,A2,G2_G3_一般,3,1,75,44.2099,24.3336,1.26533,0.581023
2026-09-09,01,11,4,2026-07-27,2026-07-25,3,1,A2,G2_G3_一般,6,5,15,26.6325,21.6904,-0.536297,0.587774
2026-09-09,01,11,4,2026-07-27,2026-07-25,3,2,A2,G2_G3_一般,5,3,45,34.524,22.6356,0.462809,0.587774
2026-09-09,01,11,4,2026-07-27,2026-07-26,4,1,A2,G2_G3_一般,6,4,30,26.6325,21.6904,0.155254,0.594604
2026-09-09,01,11,4,2026-07-27,2026-07-26,4,2,A2,G2_G3_一般,2,5,15,45.2099,24.1312,-1.251903,0.594604
2026-09-09,01,11,5,2026-07-19,2026-07-14,1,1,A1,G2_G3_一般,5,2,40,27.5325,16.9534,0.7354,0.517632
2026-09-09,01,11,5,2026-07-19,2026-07-14,1,2,A1,G2_G3_一般,1,1,50,44.3389,12.9747,0.436321,0.517632
2026-09-09,01,11,5,2026-07-19,2026-07-15,2,1,A1,G2_G3_一般,6,2,40,21.4789,16.5312,1.120374,0.523647
2026-09-09,01,11,5,2026-07-19,2026-07-15,2,2,A1,G2_G3_一般,3,1,50,31.962,17.5679,1.026759,0.523647
2026-09-09,01,11,5,2026-07-19,2026-07-16,3,2,A1,G2_G3_一般,3,1,50,31.962,17.5679,1.026759,0.529732
2026-09-09,01,11,5,2026-07-19,2026-07-17,4,1,A1,G2_G3_一般,2,2,40,33.5275,16.1583,0.400572,0.535887
2026-09-09,01,11,5,2026-07-19,2026-07-18,5,1,A1,G2_G3_一般,6,3,30,21.4789,16.5312,0.515456,0.542113
2026-09-09,01,11,5,2026-07-19,2026-07-18,5,2,A1,G2_G3_一般,1,1,50,44.3389,12.9747,0.436321,0.542113
2026-09-09,01,12,0,2026-09-08,2026-09-05,1,2,A1,G2_G3_一般,3,3,30,31.962,17.5679,-0.111681,0.954842
2026-09-09,01,12,0,2026-09-08,2026-09-06,2,1,A1,G2_G3_一般,4,1,50,30.8864,16.2045,1.179522,0.965936
2026-09-09,01,12,0,2026-09-08,2026-09-06,2,2,A1,G2_G3_一般,1,1,50,44.3389,12.9747,0.436321,0.965936
2026-09-09,01,12,0,2026-09-08,2026-09-07,3,1,A1,G2_G3_一般,6,4,20,21.4789,16.5312,-0.089463,0.97716
2026-09-09,01,12,0,2026-09-08,2026-09-07,3,2,A1,G2_G3_一般,5,2,40,27.5325,16.9534,0.7354,0.97716
2026-09-09,01,12,1,2026-08-30,2026-08-25,1,2,A1,SG_G1,4,5,20,44.1007,31.1717,-0.773161,0.840896
2026-09-09,01,12,1,2026-08-30,2026-08-26,2,1,A1,SG_G1,5,6,0,41.4337,29.7316,-1.393593,0.850667
2026-09-09,01,12,1,2026-08-30,2026-08-27,3,1,A1,SG_G1,5,4,40,41.4337,29.7316,-0.048221,0.860551
2026-09-09,01,12,1,2026-08-30,2026-08-27,3,2,A1,SG_G1,2,6,0,50.9158,35.6145,-1.429636,0.860551
2026-09-09,01,12,1,2026-08-30,2026-08-28,4,2,A1,SG_G1,3,6,0,50.1805,33.9298,-1.478951,0.870551
2026-09-09,01,12,1,2026-08-30,2026-08-29,5,1,A1,SG_G1,1,5,20,85.8865,25.8356,-2.550226,0.880666
2026-09-09,01,12,1,2026-08-30,2026-08-29,5,2,A1,SG_G1,6,6,0,29.021,28.1558,-1.030729,0.880666
2026-09-09,01,12,2,2026-08-16,2026-08-11,1,1,B1,全,1,1,100,69.0702,33.6079,0.920313,0.715323
2026-09-09,01,12,2,2026-08-16,2026-08-11,1,2,B1,全,5,5,20,35.6085,30.3795,-0.513785,0.715323
2026-09-09,01,12,2,2026-08-16,2026-08-12,2,2,B1,全,6,6,0,25.5296,26.0515,-0.979967,0.723635
2026-09-09,01,12,2,2026-08-16,2026-08-13,3,2,B1,全,4,4,40,40.1093,32.4591,-0.003368,0.732043
2026-09-09,01,12,2,2026-08-16,2026-08-14,4,1,B1,全,3,3,60,44.9883,33.0758,0.453858,0.740549
2026-09-09,01,12,2,2026-08-16,2026-08-14,4,2,B1,全,2,2,80,47.2931,32.6558,1.001567,0.740549
2026-09-09,01,12,2,2026-08-16,2026-08-15,5,1,B1,全,5,4,40,35.6085,30.3795,0.144554,0.749154
2026-09-09,01,12,2,2026-08-16,2026-08-15,5,2,B1,全,4,1,100,40.1093,32.4591,1.845112,0.749154
2026-09-09,01,12,3,2026-08-05,2026-07-31,1,1,B1,全,5,3,60,35.6085,30.3795,0.802892,0.629961
2026-09-09,01,12,3,2026-08-05,2026-07-31,1,2,B1,全,3,3,60,44.9883,33.0758,0.453858,0.629961
2026-09-09,01,12,3,2026-08-05,2026-08-01,2,2,B1,全,6,3,60,25.5296,26.0515,1.323166,0.63728
2026-09-09,01,12,3,2026-08-05,2026-08-02,3,1,B1,全,2,2,80,47.2931,32.6558,1.001567,0.644685
2026-09-09,01,12,3,2026-08-05,2026-08-02,3,2,B1,全,4,4,40,40.1093,32.4591,-0.003368,0.644685
2026-09-09,01,12,3,2026-08-05,2026-08-03,4,1,B1,全,1,2,80,69.0702,33.6079,0.325215,0.652176
2026-09-09,01,12,3,2026-08-05,2026-08-04,5,1,B1,全,3,3,60,44.9883,33.0758,0.453858,0.659754
2026-09-09,01,12,3,2026-08-05,2026-08-04,5,2,B1,全,4,2,80,40.1093,32.4591,1.228952,0.659754
2026-09-09,01,12,4,2026-07-19,2026-07-14,1,2,B1,全,3,3,60,44.9883,33.0758,0.453858,0.517632
2026-09-09,01,12,4,2026-07-19,2026-07-15,2,1,B1,全,1,4,40,69.0702,33.6079,-0.86498,0.523647
2026-09-09,01,12,4,2026-07-19,2026-07-15,2,2,B1,全,2,6,0,47.2931,32.6558,-1.44823,0.523647
2026-09-09,01,12,4,2026-07-19,2026-07-16,3,1,B1,全,2,3,60,47.2931,32.6558,0.389118,0.529732
2026-09-09,01,12,4,2026-07-19,2026-07-17,4,1,B1,全,2,3,60,47.2931,32.6558,0.389118,0.535887
2026-09-09,01,12,4,2026-07-19,2026-07-17,4,2,B1,全,2,5,20,47.2931,32.6558,-0.835781,0.535887
2026-09-09,01,12,4,2026-07-19,2026-07-18,5,2,B1,全,2,3,60,47.2931,32.6558,0.389118,0.542113
2026-09-09,01,12,5,2026-06-30,2026-06-25,1,1,B1,全,1,2,80,69.0702,33.6079,0.325215,0.415619
2026-09-09,01,12,5,2026-06-30,2026-06-26,2,1,B1,全,2,4,40,47.2931,32.6558,-0.223331,0.420448
2026-09-09,01,12,5,2026-06-30,2026-06-26,2,2,B1,全,6,6,0,25.5296,26.0515,-0.979967,0.420448
2026-09-09,01,12,5,2026-06-30,2026-06-27,3,1,B1,全,3,6,0,44.9883,33.0758,-1.360157,0.425334
2026-09-09,01,12,5,2026-06-30,2026-06-28,4,1,B1,全,6,3,60,25.5296,26.0515,1.323166,0.430276
2026-09-09,01,12,5,2026-06-30,2026-06-28,4,2,B1,全,4,5,20,40.1093,32.4591,-0.619528,0.430276
2026-09-09,01,12,5,2026-06-30,2026-06-29,5,1,B1,全,4,3,60,40.1093,32.4591,0.612792,0.435275
2026-09-09,01,13,0,2026-09-08,2026-09-05,1,1,A1,G2_G3_一般,2,2,40,33.5275,16.1583,0.400572,0.954842
2026-09-09,01,13,0,2026-09-08,2026-09-05,1,2,A1,G2_G3_一般,6,5,10,21.4789,16.5312,-0.694381,0.954842
2026-09-09,01,13,0,2026-09-08,2026-09-06,2,1,A1,G2_G3_一般,4,4,20,30.8864,16.2045,-0.671812,0.965936
2026-09-09,01,13,0,2026-09-08,2026-09-06,2,2,A1,G2_G3_一般,3,2,40,31.962,17.5679,0.457539,0.965936
2026-09-09,01,13,0,2026-09-08,2026-09-07,3,2,A1,G2_G3_一般,1,1,50,44.3389,12.9747,0.436321,0.97716
2026-09-09,01,13,1,2026-08-30,2026-08-25,1,1,A1,SG_G1,5,5,20,41.4337,29.7316,-0.720907,0.840896
2026-09-09,01,13,1,2026-08-30,2026-08-25,1,2,A1,SG_G1,4,5,20,44.1007,31.1717,-0.773161,0.840896
2026-09-09,01,13,1,2026-08-30,2026-08-26,2,1,A1,SG_G1,1,1,100,85.8865,25.8356,0.546281,0.850667
2026-09-09,01,13,1,2026-08-30,2026-08-27,3,1,A1,SG_G1,3,4,40,50.1805,33.9298,-0.300046,0.860551
2026-09-09,01,13,1,2026-08-30,2026-08-28,4,1,A1,SG_G1,2,3,60,50.9158,35.6145,0.255072,0.870551
2026-09-09,01,13,1,2026-08-30,2026-08-28,4,2,A1,SG_G1,6,6,0,29.021,28.1558,-1.030729,0.870551
2026-09-09,01,13,1,2026-08-30,2026-08-29,5,1,A1,SG_G1,6,3,60,29.021,28.1558,1.100272,0.880666
2026-09-09,01,13,2,2026-08-16,2026-08-11,1,1,B1,全,4,4,40,40.1093,32.4591,-0.003368,0.715323
2026-09-09,01,13,2,2026-08-16,2026-08-11,1,2,B1,全,2,6,0,47.2931,32.6558,-1.44823,0.715323
2026-09-09,01,13,2,2026-08-16,2026-08-12,2,1,B1,全,3,6,0,44.9883,33.0758,-1.360157,0.723635
2026-09-09,01,13,2,2026-08-16,2026-08-13,3,1,B1,全,1,2,80,69.0702,33.6079,0.325215,0.732043
2026-09-09,01,13,2,2026-08-16,2026-08-14,4,1,B1,全,6,5,20,25.5296,26.0515,-0.212256,0.740549
2026-09-09,01,13,2,2026-08-16,2026-08-14,4,2,B1,全,5,3,60,35.6085,30.3795,0.802892,0.740549
2026-09-09,01,13,2,2026-08-16,2026-08-15,5,1,B1,全,1,2,80,69.0702,33.6079,0.325215,0.749154
2026-09-09,01,13,3,2026-08-05,2026-07-31,1,1,B1,全,3,2,80,44.9883,33.0758,1.058529,0.629961
2026-09-09,01,13,3,2026-08-05,2026-07-31,1,2,B1,全,1,1,100,69.0702,33.6079,0.920313,0.629961
2026-09-09,01,13,3,2026-08-05,2026-08-01,2,1,B1,全,4,6,0,40.1093,32.4591,-1.235688,0.63728
2026-09-09,01,13,3,2026-08-05,2026-08-01,2,2,B1,全,6,6,0,25.5296,26.0515,-0.979967,0.63728
2026-09-09,01,13,3,2026-08-05,2026-08-02,3,1,B1,全,5,3,60,35.6085,30.3795,0.802892,0.644685
2026-09-09,01,13,3,2026-08-05,2026-08-03,4,1,B1,全,2,4,40,47.2931,32.6558,-0.223331,0.652176
2026-09-09,01,13,3,2026-08-05,2026-08-03,4,2,B1,全,5,4,40,35.6085,30.3795,0.144554,0.652176
2026-09-09,01,13,3,2026-08-05,2026-08-04,5,1,B1,全,1,1,100,69.0702,33.6079,0.920313,0.659754
2026-09-09,01,13,3,2026-08-05,2026-08-04,5,2,B1,全,6,6,0,25.5296,26.0515,-0.979967,0.659754
2026-09-09,01,13,4,2026-07-27,2026-07-23,1,1,A1,G2_G3_一般,3,3,30,31.962,17.5679,-0.111681,0.574349
2026-09-09,01,13,4,2026-07-27,2026-07-23,1,2,A1,G2_G3_一般,1,1,50,44.3389,12.9747,0.436321,0.574349
2026-09-09,01,13,4,2026-07-27,2026-07-24,2,2,A1,G2_G3_一般,4,3,30,30.8864,16.2045,-0.054701,0.581023
2026-09-09,01,13,4,2026-07-27,2026-07-25,3,1,A1,G2_G3_一般,2,2,40,33.5275,16.1583,0.400572,0.587774
2026-09-09,01,13,4,2026-07-27,2026-07-25,3,2,A1,G2_G3_一般,6,2,40,21.4789,16.5312,1.120374,0.587774
2026-09-09,01,13,4,2026-07-27,2026-07-26,4,1,A1,G2_G3_一般,1,1,50,44.3389,12.9747,0.436321,0.594604
2026-09-09,01,13,4,2026-07-27,2026-07-26,4,2,A1,G2_G3_一般,2,3,30,33.5275,16.1583,-0.218307,0.594604
2026-09-09,01,13,5,2026-07-09,2026-07-04,1,1,B1,全,2,5,20,47.2931,32.6558,-0.835781,0.461158
2026-09-09,01,13,5,2026-07-09,2026-07-04,1,2,B1,全,5,4,40,35.6085,30.3795,0.144554,0.461158
2026-09-09,01,13,5,2026-07-09,2026-07-05,2,1,B1,全,6,5,20,25.5296,26.0515,-0.212256,0.466516
2026-09-09,01,13,5,2026-07-09,2026-07-06,3,1,B1,全,1,1,100,69.0702,33.6079,0.920313,0.471937
2026-09-09,01,13,5,2026-07-09,2026-07-06,3,2,B1,全,4,3,60,40.1093,32.4591,0.612792,0.471937
2026-09-09,01,13,5,2026-07-09,2026-07-07,4,2,B1,全,4,5,20,40.1093,32.4591,-0.619528,0.477421
2026-09-09,01,13,5,2026-07-09,2026-07-08,5,1,B1,全,5,6,0,35.6085,30.3795,-1.172123,0.482968
2026-09-09,01,17,0,2026-09-08,2026-09-05,1,1,B1,全,2,3,60,47.2931,32.6558,0.389118,0.954842
2026-09-09,01,17,0,2026-09-08,2026-09-05,1,2,B1,全,3,3,60,44.9883,33.0758,0.453858,0.954842
2026-09-09,01,17,0,2026-09-08,2026-09-06,2,2,B1,全,6,6,0,25.5296,26.0515,-0.979967,0.965936
2026-09-09,01,17,0,2026-09-08,2026-09-07,3,1,B1,全,4,5,20,40.1093,32.4591,-0.619528,0.97716
2026-09-09,01,17,0,2026-09-08,2026-09-07,3,2,B1,全,5,6,0,35.6085,30.3795,-1.172123,0.97716
2026-09-09,01,17,1,2026-08-30,2026-08-25,1,2,A1,SG_G1,3,1,100,50.1805,33.9298,1.468311,0.840896
2026-09-09,01,17,1,2026-08-30,2026-08-26,2,2,A1,SG_G1,6,6,0,29.021,28.1558,-1.030729,0.850667
2026-09-09,01,17,1,2026-08-30,2026-08-27,3,1,A1,SG_G1,1,6,0,85.8865,25.8356,-3.324352,0.860551
2026-09-09,01,17,1,2026-08-30,2026-08-27,3,2,A1,SG_G1,4,6,0,44.1007,31.1717,-1.414769,0.860551
2026-09-09,01,17,1,2026-08-30,2026-08-28,4,2,A1,SG_G1,5,2,80,41.4337,29.7316,1.29715,0.870551
2026-09-09,01,17,1,2026-08-30,2026-08-29,5,1,A1,SG_G1,2,4,40,50.9158,35.6145,-0.306497,0.880666
2026-09-09,01,17,1,2026-08-30,2026-08-29,5,2,A1,SG_G1,6,4,40,29.021,28.1558,0.389938,0.880666
2026-09-09,01,17,2,2026-08-16,2026-08-11,1,1,B1,全,2,1,100,47.2931,32.6558,1.614017,0.715323
2026-09-09,01,17,2,2026-08-16,2026-08-12,2,1,B1,全,1,1,100,69.0702,33.6079,0.920313,0.723635
2026-09-09,01,17,2,2026-08-16,2026-08-12,2,2,B1,全,5,6,0,35.6085,30.3795,-1.172123,0.723635
2026-09-09,01,17,2,2026-08-16,2026-08-13,3,1,B1,全,5,5,20,35.6085,30.3795,-0.513785,0.732043
2026-09-09,01,17,2,2026-08-16,2026-08-14,4,1,B1,全,3,1,100,44.9883,33.0758,1.663201,0.740549
2026-09-09,01,17,2,2026-08-16,2026-08-14,4,2,B1,全,6,6,0,25.5296,26.0515,-0.979967,0.740549
2026-09-09,01,17,2,2026-08-16,2026-08-15,5,2,B1,全,6,5,20,25.5296,26.0515,-0.212256,0.749154
2026-09-09,01,17,3,2026-08-05,2026-07-31,1,1,B1,全,2,3,60,47.2931,32.6558,0.389118,0.629961
2026-09-09,01,17,3,2026-08-05,2026-07-31,1,2,B1,全,4,5,20,40.1093,32.4591,-0.619528,0.629961
2026-09-09,01,17,3,2026-08-05,2026-08-01,2,1,B1,全,3,3,60,44.9883,33.0758,0.453858,0.63728
2026-09-09,01,17,3,2026-08-05,2026-08-02,3,1,B1,全,1,1,100,69.0702,33.6079,0.920313,0.644685
2026-09-09,01,17,3,2026-08-05,2026-08-02,3,2,B1,全,5,2,80,35.6085,30.3795,1.46123,0.644685
2026-09-09,01,17,3,2026-08-05,2026-08-03,4,1,B1,全,5,2,80,35.6085,30.3795,1.46123,0.652176
2026-09-09,01,17,3,2026-08-05,2026-08-04,5,1,B1,全,4,2,80,40.1093,32.4591,1.228952,0.659754
2026-09-09,01,17,3,2026-08-05,2026-08-04,5,2,B1,全,3,6,0,44.9883,33.0758,-1.360157,0.659754
2026-09-09,01,17,4,2026-07-27,2026-07-23,1,1,A2,G2_G3_一般,4,2,60,39.6899,24.025,0.845374,0.574349
2026-09-09,01,17,4,2026-07-27,2026-07-23,1,2,A2,G2_G3_一般,1,3,45,61.5903,20.9012,-0.793753,0.574349
2026-09-09,01,17,4,2026-07-27,2026-07-24,2,1,A2,G2_G3_一般,6,5,15,26.6325,21.6904,-0.536297,0.581023
2026-09-09,01,17,4,2026-07-27,2026-07-24,2,2,A2,G2_G3_一般,2,2,60,45.2099,24.1312,0.612902,0.581023
2026-09-09,01,17,4,2026-07-27,2026-07-25,3,1,A2,G2_G3_一般,3,2,60,44.2099,24.3336,0.648899,0.587774
2026-09-09,01,17,4,2026-07-27,2026-07-25,3,2,A2,G2_G3_一般,5,1,75,34.524,22.6356,1.788156,0.587774
2026-09-09,01,17,4,2026-07-27,2026-07-26,4,1,A2,G2_G3_一般,4,4,30,39.6899,24.025,-0.403326,0.594604
2026-09-09,01,17,4,2026-07-27,2026-07-26,4,2,A2,G2_G3_一般,4,2,60,39.6899,24.025,0.845374,0.594604
2026-09-09,01,17,5,2026-07-19,2026-07-14,1,1,B1,全,4,3,60,40.1093,32.4591,0.612792,0.517632
2026-09-09,01,17,5,2026-07-19,2026-07-15,2,1,B1,全,1,6,0,69.0702,33.6079,-2.055176,0.523647
2026-09-09,01,17,5,2026-07-19,2026-07-15,2,2,B1,全,5,1,100,35.6085,30.3795,2.119569,0.523647
2026-09-09,01,17,5,2026-07-19,2026-07-16,3,1,B1,全,2,2,80,47.2931,32.6558,1.001567,0.529732
2026-09-09,01,17,5,2026-07-19,2026-07-16,3,2,B1,全,3,4,40,44.9883,33.0758,-0.150814,0.529732
2026-09-09,01,17,5,2026-07-19,2026-07-17,4,1,B1,全,4,3,60,40.1093,32.4591,0.612792,0.535887
2026-09-09,01,17,5,2026-07-19,2026-07-18,5,1,B1,全,3,3,60,44.9883,33.0758,0.453858,0.542113
2026-09-09,01,17,5,2026-07-19,2026-07-18,5,2,B1,全,6,3,60,25.5296,26.0515,1.323166,0.542113
2026-09-09,01,21,0,2026-09-08,2026-09-05,1,1,A2,G2_G3_一般,1,1,75,61.5903,20.9012,0.641575,0.954842
2026-09-09,01,21,0,2026-09-08,2026-09-05,1,2,A2,G2_G3_一般,4,2,60,39.6899,24.025,0.845374,0.954842
2026-09-09,01,21,0,2026-09-08,2026-09-06,2,1,A2,G2_G3_一般,2,1,75,45.2099,24.1312,1.234504,0.965936
2026-09-09,01,21,0,2026-09-08,2026-09-06,2,2,A2,G2_G3_一般,6,5,15,26.6325,21.6904,-0.536297,0.965936
2026-09-09,01,21,0,2026-09-08,2026-09-07,3,2,A2,G2_G3_一般,3,4,30,44.2099,24.3336,-0.583964,0.97716
2026-09-09,01,21,1,2026-08-30,2026-08-25,1,1,A1,SG_G1,3,4,40,50.1805,33.9298,-0.300046,0.840896
2026-09-09,01,21,1,2026-08-30,2026-08-26,2,1,A1,SG_G1,4,5,20,44.1007,31.1717,-0.773161,0.850667
2026-09-09,01,21,1,2026-08-30,2026-08-27,3,1,A1,SG_G1,2,2,80,50.9158,35.6145,0.816641,0.860551
2026-09-09,01,21,1,2026-08-30,2026-08-27,3,2,A1,SG_G1,5,4,40,41.4337,29.7316,-0.048221,0.860551
2026-09-09,01,21,1,2026-08-30,2026-08-28,4,1,A1,SG_G1,3,5,20,50.1805,33.9298,-0.889499,0.870551
2026-09-09,01,21,1,2026-08-30,2026-08-29,5,1,A1,SG_G1,6,3,60,29.021,28.1558,1.100272,0.880666
2026-09-09,01,21,1,2026-08-30,2026-08-29,5,2,A1,SG_G1,1,3,60,85.8865,25.8356,-1.001972,0.880666
2026-09-09,01,21,2,2026-08-16,2026-08-11,1,2,A1,G2_G3_一般,5,4,20,27.5325,16.9534,-0.444304,0.715323
2026-09-09,01,21,2,2026-08-16,2026-08-12,2,1,A1,G2_G3_一般,2,2,40,33.5275,16.1583,0.400572,0.723635
2026-09-09,01,21,2,2026-08-16,2026-08-12,2,2,A1,G2_G3_一般,1,2,40,44.3389,12.9747,-0.334412,0.723635
2026-09-09,01,21,2,2026-08-16,2026-08-13,3,1,A1,G2_G3_一般,1,1,50,44.3389,12.9747,0.436321,0.732043
2026-09-09,01,21,2,2026-08-16,2026-08-13,3,2,A1,G2_G3_一般,1,1,50,44.3389,12.9747,0.436321,0.732043
2026-09-09,01,21,2,2026-08-16,2026-08-14,4,2,A1,G2_G3_一般,2,2,40,33.5275,16.1583,0.400572,0.740549
2026-09-09,01,21,2,2026-08-16,2026-08-15,5,2,A1,G2_G3_一般,1,3,30,44.3389,12.9747,-1.105146,0.749154
2026-09-09,01,21,3,2026-07-19,2026-07-14,1,2,A2,G2_G3_一般,3,3,45,44.2099,24.3336,0.032468,0.517632
2026-09-09,01,21,3,2026-07-19,2026-07-15,2,1,A2,G2_G3_一般,4,1,75,39.6899,24.025,1.469724,0.523647
2026-09-09,01,21,3,2026-07-19,2026-07-15,2,2,A2,G2_G3_一般,1,3,45,61.5903,20.9012,-0.793753,0.523647
2026-09-09,01,21,3,2026-07-19,2026-07-16,3,1,A2,G2_G3_一般,2,5,15,45.2099,24.1312,-1.251903,0.529732
2026-09-09,01,21,3,2026-07-19,2026-07-16,3,2,A2,G2_G3_一般,6,6,0,26.6325,21.6904,-1.227847,0.529732
2026-09-09,01,21,3,2026-07-19,2026-07-17,4,2,A2,G2_G3_一般,5,3,45,34.524,22.6356,0.462809,0.535887
2026-09-09,01,21,3,2026-07-19,2026-07-18,5,1,A2,G2_G3_一般,5,5,15,34.524,22.6356,-0.862537,0.542113
2026-09-09,01,21,3,2026-07-19,2026-07-18,5,2,A2,G2_G3_一般,4,2,60,39.6899,24.025,0.845374,0.542113
2026-09-09,01,21,4,2026-07-09,2026-07-04,1,1,B1,全,1,1,100,69.0702,33.6079,0.920313,0.461158
2026-09-09,01,21,4,2026-07-09,2026-07-04,1,2,B1,全,5,5,20,35.6085,30.3795,-0.513785,0.461158
2026-09-09,01,21,4,2026-07-09,2026-07-05,2,1,B1,全,3,2,80,44.9883,33.0758,1.058529,0.466516
2026-09-09,01,21,4,2026-07-09,2026-07-06,3,1,B1,全,2,6,0,47.2931,32.6558,-1.44823,0.471937
2026-09-09,01,21,4,2026-07-09,2026-07-06,3,2,B1,全,4,5,20,40.1093,32.4591,-0.619528,0.471937
2026-09-09,01,21,4,2026-07-09,2026-07-07,4,2,B1,全,4,6,0,40.1093,32.4591,-1.235688,0.477421
2026-09-09,01,21,4,2026-07-09,2026-07-08,5,2,B1,全,3,6,0,44.9883,33.0758,-1.360157,0.482968
2026-09-09,01,21,5,2026-06-30,2026-06-25,1,2,B1,全,6,6,0,25.5296,26.0515,-0.979967,0.415619
2026-09-09,01,21,5,2026-06-30,2026-06-26,2,1,B1,全,1,5,20,69.0702,33.6079,-1.460078,0.420448
2026-09-09,01,21,5,2026-06-30,2026-06-26,2,2,B1,全,4,6,0,40.1093,32.4591,-1.235688,0.420448
2026-09-09,01,21,5,2026-06-30,2026-06-27,3,1,B1,全,6,6,0,25.5296,26.0515,-0.979967,0.425334
2026-09-09,01,21,5,2026-06-30,2026-06-27,3,2,B1,全,5,5,20,35.6085,30.3795,-0.513785,0.425334
2026-09-09,01,21,5,2026-06-30,2026-06-28,4,1,B1,全,4,4,40,40.1093,32.4591,-0.003368,0.430276
2026-09-09,01,21,5,2026-06-30,2026-06-29,5,1,B1,全,6,4,40,25.5296,26.0515,0.555455,0.435275
2026-09-09,01,22,0,2026-09-08,2026-09-05,1,1,A2,G2_G3_一般,3,3,45,44.2099,24.3336,0.032468,0.954842
2026-09-09,01,22,0,2026-09-08,2026-09-05,1,2,A2,G2_G3_一般,5,2,60,34.524,22.6356,1.125483,0.954842
2026-09-09,01,22,0,2026-09-08,2026-09-06,2,1,A2,G2_G3_一般,4,2,60,39.6899,24.025,0.845374,0.965936
