記録日,場コード,モーター番号,節,節最終日,走行日,日次,走,級別,グレード分類,進入,着順,生得点,セルμ,セルσ,残差z,減衰重み
2026-09-13,02,2,1,2026-08-23,2026-08-21,2,2,A2,G2_G3_一般,1,1,75,61.7502,20.8429,0.635698,0.766664
2026-09-13,02,2,1,2026-08-23,2026-08-22,3,1,A2,G2_G3_一般,5,5,15,34.7878,22.6991,-0.871742,0.775572
2026-09-13,02,2,1,2026-08-23,2026-08-22,3,2,A2,G2_G3_一般,2,4,30,45.275,24.0379,-0.635457,0.775572
2026-09-13,02,2,1,2026-08-23,2026-08-23,4,1,A2,G2_G3_一般,2,2,60,45.275,24.0379,0.612573,0.784584
2026-09-13,02,2,1,2026-08-23,2026-08-23,4,2,A2,G2_G3_一般,4,5,15,39.627,24.138,-1.020256,0.784584
2026-09-13,02,2,2,2026-08-17,2026-08-12,1,1,B1,全,5,6,0,35.5453,30.2831,-1.173765,0.690956
2026-09-13,02,2,2,2026-08-17,2026-08-12,1,2,B1,全,3,5,20,44.907,33.137,-0.751636,0.690956
2026-09-13,02,2,2,2026-08-17,2026-08-13,2,2,B1,全,4,3,60,39.941,32.6219,0.614893,0.698985
2026-09-13,02,2,2,2026-08-17,2026-08-14,3,1,B1,全,2,1,100,47.358,32.4778,1.620859,0.707107
2026-09-13,02,2,2,2026-08-17,2026-08-14,3,2,B1,全,6,6,0,25.4632,26.062,-0.977026,0.707107
2026-09-13,02,2,2,2026-08-17,2026-08-15,4,1,B1,全,1,4,40,68.7864,33.6691,-0.85498,0.715323
2026-09-13,02,2,2,2026-08-17,2026-08-16,5,1,B1,全,5,3,60,35.5453,30.2831,0.807535,0.723635
2026-09-13,02,2,2,2026-08-17,2026-08-16,5,2,B1,全,2,4,40,47.358,32.4778,-0.226555,0.723635
2026-09-13,02,3,0,2026-09-12,2026-09-11,1,1,A1,G2_G3_一般,2,1,50,33.6242,16.1457,1.014248,0.97716
2026-09-13,02,3,0,2026-09-12,2026-09-11,1,2,A1,G2_G3_一般,5,4,20,27.4581,17.0301,-0.437936,0.97716
2026-09-13,02,3,1,2026-08-23,2026-08-20,1,1,B1,全,6,2,80,25.4632,26.062,2.09258,0.757858
2026-09-13,02,3,1,2026-08-23,2026-08-20,1,2,B1,全,4,1,100,39.941,32.6219,1.841062,0.757858
2026-09-13,02,3,1,2026-08-23,2026-08-21,2,2,B1,全,5,5,20,35.5453,30.2831,-0.513332,0.766664
2026-09-13,02,3,1,2026-08-23,2026-08-22,3,1,B1,全,1,5,20,68.7864,33.6691,-1.448997,0.775572
2026-09-13,02,3,1,2026-08-23,2026-08-22,3,2,B1,全,2,6,0,47.358,32.4778,-1.458164,0.775572
2026-09-13,02,3,1,2026-08-23,2026-08-23,4,1,B1,全,5,3,60,35.5453,30.2831,0.807535,0.784584
2026-09-13,02,3,1,2026-08-23,2026-08-23,4,2,B1,全,2,2,80,47.358,32.4778,1.005055,0.784584
2026-09-13,02,3,2,2026-08-17,2026-08-12,1,1,B1,全,1,1,100,68.7864,33.6691,0.927068,0.690956
2026-09-13,02,3,2,2026-08-17,2026-08-12,1,2,B1,全,4,3,60,39.941,32.6219,0.614893,0.690956
2026-09-13,02,3,2,2026-08-17,2026-08-13,2,1,B1,全,5,4,40,35.5453,30.2831,0.147102,0.698985
2026-09-13,02,3,2,2026-08-17,2026-08-14,3,1,B1,全,3,5,20,44.907,33.137,-0.751636,0.707107
2026-09-13,02,3,2,2026-08-17,2026-08-14,3,2,B1,全,2,3,60,47.358,32.4778,0.38925,0.707107
2026-09-13,02,3,2,2026-08-17,2026-08-15,4,1,B1,全,6,5,20,25.4632,26.062,-0.209624,0.715323
2026-09-13,02,3,2,2026-08-17,2026-08-16,5,1,B1,全,1,1,100,68.7864,33.6691,0.927068,0.723635
2026-09-13,02,3,2,2026-08-17,2026-08-16,5,2,B1,全,5,2,80,35.5453,30.2831,1.467969,0.723635
2026-09-13,02,3,3,2026-08-09,2026-08-06,1,1,A1,G2_G3_一般,1,1,50,44.3509,12.7457,0.443214,0.644685
2026-09-13,02,3,3,2026-08-09,2026-08-06,1,2,A1,G2_G3_一般,4,2,40,30.9338,16.1302,0.562061,0.644685
2026-09-13,02,3,3,2026-08-09,2026-08-07,2,1,A1,G2_G3_一般,2,3,30,33.6242,16.1457,-0.22447,0.652176
2026-09-13,02,3,3,2026-08-09,2026-08-07,2,2,A1,G2_G3_一般,5,5,10,27.4581,17.0301,-1.025133,0.652176
2026-09-13,02,3,3,2026-08-09,2026-08-08,3,1,A1,G2_G3_一般,6,2,40,21.3226,16.2512,1.149295,0.659754
2026-09-13,02,4,0,2026-09-12,2026-09-11,1,1,A2,G2_G3_一般,2,3,45,45.275,24.0379,-0.011442,0.97716
2026-09-13,02,4,0,2026-09-12,2026-09-11,1,2,A2,G2_G3_一般,6,3,45,26.7671,21.3393,0.85443,0.97716
2026-09-13,02,4,1,2026-08-23,2026-08-20,1,1,A1,G2_G3_一般,2,2,40,33.6242,16.1457,0.394889,0.757858
2026-09-13,02,4,1,2026-08-23,2026-08-20,1,2,A1,G2_G3_一般,6,5,10,21.3226,16.2512,-0.696725,0.757858
2026-09-13,02,4,1,2026-08-23,2026-08-21,2,1,A1,G2_G3_一般,4,5,10,30.9338,16.1302,-1.297798,0.766664
2026-09-13,02,4,1,2026-08-23,2026-08-21,2,2,A1,G2_G3_一般,3,1,50,32.1179,17.5522,1.018795,0.766664
2026-09-13,02,4,1,2026-08-23,2026-08-22,3,1,A1,G2_G3_一般,1,2,40,44.3509,12.7457,-0.341364,0.775572
2026-09-13,02,4,1,2026-08-23,2026-08-22,3,2,A1,G2_G3_一般,4,2,40,30.9338,16.1302,0.562061,0.775572
2026-09-13,02,4,1,2026-08-23,2026-08-23,4,1,A1,G2_G3_一般,2,3,30,33.6242,16.1457,-0.22447,0.784584
2026-09-13,02,4,1,2026-08-23,2026-08-23,4,2,A1,G2_G3_一般,3,3,30,32.1179,17.5522,-0.120666,0.784584
2026-09-13,02,4,2,2026-08-17,2026-08-12,1,1,A2,G2_G3_一般,3,5,15,44.1195,24.3322,-1.196747,0.690956
2026-09-13,02,4,2,2026-08-17,2026-08-12,1,2,A2,G2_G3_一般,5,4,30,34.7878,22.6991,-0.210924,0.690956
2026-09-13,02,4,2,2026-08-17,2026-08-13,2,2,A2,G2_G3_一般,4,2,60,39.627,24.138,0.844022,0.698985
2026-09-13,02,4,2,2026-08-17,2026-08-14,3,1,A2,G2_G3_一般,2,1,75,45.275,24.0379,1.236588,0.707107
2026-09-13,02,4,2,2026-08-17,2026-08-14,3,2,A2,G2_G3_一般,6,2,60,26.7671,21.3393,1.557358,0.707107
2026-09-13,02,4,2,2026-08-17,2026-08-15,4,2,A2,G2_G3_一般,1,4,30,61.7502,20.8429,-1.52331,0.715323
2026-09-13,02,4,2,2026-08-17,2026-08-16,5,2,A2,G2_G3_一般,5,2,60,34.7878,22.6991,1.110712,0.723635
2026-09-13,02,4,3,2026-08-09,2026-08-06,1,1,B1,全,5,1,100,35.5453,30.2831,2.128402,0.644685
2026-09-13,02,4,3,2026-08-09,2026-08-06,1,2,B1,全,1,5,20,68.7864,33.6691,-1.448997,0.644685
2026-09-13,02,4,3,2026-08-09,2026-08-07,2,1,B1,全,2,2,80,47.358,32.4778,1.005055,0.652176
2026-09-13,02,4,3,2026-08-09,2026-08-07,2,2,B1,全,3,4,40,44.907,33.137,-0.148081,0.652176
2026-09-13,02,4,3,2026-08-09,2026-08-08,3,2,B1,全,6,6,0,25.4632,26.062,-0.977026,0.659754
2026-09-13,02,5,0,2026-09-12,2026-09-11,1,2,A2,G2_G3_一般,6,3,45,26.7671,21.3393,0.85443,0.97716
2026-09-13,02,5,1,2026-08-17,2026-08-12,1,1,B1,全,1,4,40,68.7864,33.6691,-0.85498,0.690956
2026-09-13,02,5,1,2026-08-17,2026-08-13,2,1,B1,全,5,5,20,35.5453,30.2831,-0.513332,0.698985
2026-09-13,02,5,1,2026-08-17,2026-08-13,2,2,B1,全,2,3,60,47.358,32.4778,0.38925,0.698985
2026-09-13,02,5,1,2026-08-17,2026-08-14,3,1,B1,全,6,6,0,25.4632,26.062,-0.977026,0.707107
2026-09-13,02,5,1,2026-08-17,2026-08-14,3,2,B1,全,4,6,0,39.941,32.6219,-1.22436,0.707107
2026-09-13,02,5,1,2026-08-17,2026-08-15,4,2,B1,全,3,2,80,44.907,33.137,1.059029,0.715323
2026-09-13,02,5,1,2026-08-17,2026-08-16,5,1,B1,全,3,2,80,44.907,33.137,1.059029,0.723635
2026-09-13,02,5,1,2026-08-17,2026-08-16,5,2,B1,全,4,4,40,39.941,32.6219,0.001809,0.723635
2026-09-13,02,7,0,2026-09-12,2026-09-11,1,1,A2,G2_G3_一般,5,3,45,34.7878,22.6991,0.449894,0.97716
2026-09-13,02,7,0,2026-09-12,2026-09-11,1,2,A2,G2_G3_一般,4,2,60,39.627,24.138,0.844022,0.97716
2026-09-13,02,7,1,2026-09-06,2026-09-03,1,2,A2,G2_G3_一般,5,6,0,34.7878,22.6991,-1.53256,0.890899
2026-09-13,02,7,1,2026-09-06,2026-09-04,2,1,A2,G2_G3_一般,6,4,30,26.7671,21.3393,0.151502,0.90125
2026-09-13,02,7,1,2026-09-06,2026-09-04,2,2,A2,G2_G3_一般,4,5,15,39.627,24.138,-1.020256,0.90125
2026-09-13,02,7,1,2026-09-06,2026-09-05,3,1,A2,G2_G3_一般,2,6,0,45.275,24.0379,-1.883487,0.911722
2026-09-13,02,7,1,2026-09-06,2026-09-05,3,2,A2,G2_G3_一般,1,4,30,61.7502,20.8429,-1.52331,0.911722
2026-09-13,02,7,2,2026-08-17,2026-08-12,1,1,A1,G2_G3_一般,6,4,20,21.3226,16.2512,-0.081385,0.690956
2026-09-13,02,7,2,2026-08-17,2026-08-13,2,1,A1,G2_G3_一般,3,1,50,32.1179,17.5522,1.018795,0.698985
2026-09-13,02,7,2,2026-08-17,2026-08-13,2,2,A1,G2_G3_一般,1,1,50,44.3509,12.7457,0.443214,0.698985
2026-09-13,02,7,2,2026-08-17,2026-08-14,3,2,A1,G2_G3_一般,5,1,50,27.4581,17.0301,1.323654,0.707107
2026-09-13,02,7,2,2026-08-17,2026-08-15,4,1,A1,G2_G3_一般,4,1,50,30.9338,16.1302,1.182014,0.715323
2026-09-13,02,7,2,2026-08-17,2026-08-15,4,2,A1,G2_G3_一般,2,1,50,33.6242,16.1457,1.014248,0.715323
2026-09-13,02,7,2,2026-08-17,2026-08-16,5,2,A1,G2_G3_一般,1,4,20,44.3509,12.7457,-1.910519,0.723635
2026-09-13,02,7,3,2026-08-09,2026-08-06,1,2,B1,全,4,5,20,39.941,32.6219,-0.611276,0.644685
2026-09-13,02,7,3,2026-08-09,2026-08-07,2,1,B1,全,2,3,60,47.358,32.4778,0.38925,0.652176
2026-09-13,02,7,3,2026-08-09,2026-08-07,2,2,B1,全,3,6,0,44.907,33.137,-1.355191,0.652176
2026-09-13,02,7,3,2026-08-09,2026-08-08,3,1,B1,全,4,5,20,39.941,32.6219,-0.611276,0.659754
2026-09-13,02,7,3,2026-08-09,2026-08-08,3,2,B1,全,5,3,60,35.5453,30.2831,0.807535,0.659754
2026-09-13,02,8,0,2026-09-12,2026-09-11,1,2,A2,G2_G3_一般,2,2,60,45.275,24.0379,0.612573,0.97716
2026-09-13,02,8,1,2026-09-06,2026-09-03,1,1,B1,全,3,3,60,44.907,33.137,0.455474,0.890899
2026-09-13,02,8,1,2026-09-06,2026-09-03,1,2,B1,全,6,6,0,25.4632,26.062,-0.977026,0.890899
2026-09-13,02,8,1,2026-09-06,2026-09-04,2,1,B1,全,5,5,20,35.5453,30.2831,-0.513332,0.90125
2026-09-13,02,8,1,2026-09-06,2026-09-05,3,1,B1,全,1,1,100,68.7864,33.6691,0.927068,0.911722
2026-09-13,02,8,1,2026-09-06,2026-09-05,3,2,B1,全,2,4,40,47.358,32.4778,-0.226555,0.911722
2026-09-13,02,8,2,2026-08-23,2026-08-23,4,1,B2,全,4,3,75,33.8641,37.3233,1.10215,0.784584
2026-09-13,02,8,2,2026-08-23,2026-08-23,4,2,B2,全,6,6,0,12.822,26.1023,-0.49122,0.784584
2026-09-13,02,8,3,2026-08-17,2026-08-12,1,1,A2,G2_G3_一般,2,1,75,45.275,24.0379,1.236588,0.690956
2026-09-13,02,8,3,2026-08-17,2026-08-13,2,1,A2,G2_G3_一般,5,6,0,34.7878,22.6991,-1.53256,0.698985
2026-09-13,02,8,3,2026-08-17,2026-08-14,3,1,A2,G2_G3_一般,4,1,75,39.627,24.138,1.465448,0.707107
2026-09-13,02,8,3,2026-08-17,2026-08-14,3,2,A2,G2_G3_一般,1,1,75,61.7502,20.8429,0.635698,0.707107
2026-09-13,02,8,3,2026-08-17,2026-08-15,4,1,A2,G2_G3_一般,5,1,75,34.7878,22.6991,1.771531,0.715323
2026-09-13,02,8,3,2026-08-17,2026-08-15,4,2,A2,G2_G3_一般,3,5,15,44.1195,24.3322,-1.196747,0.715323
2026-09-13,02,8,3,2026-08-17,2026-08-16,5,2,A2,G2_G3_一般,2,5,15,45.275,24.0379,-1.259472,0.723635
2026-09-13,02,8,4,2026-08-09,2026-08-06,1,2,A1,G2_G3_一般,5,1,50,27.4581,17.0301,1.323654,0.644685
2026-09-13,02,8,4,2026-08-09,2026-08-07,2,1,A1,G2_G3_一般,2,2,40,33.6242,16.1457,0.394889,0.652176
2026-09-13,02,8,4,2026-08-09,2026-08-07,2,2,A1,G2_G3_一般,6,2,40,21.3226,16.2512,1.149295,0.652176
2026-09-13,02,8,4,2026-08-09,2026-08-08,3,1,A1,G2_G3_一般,3,1,50,32.1179,17.5522,1.018795,0.659754
2026-09-13,02,8,4,2026-08-09,2026-08-08,3,2,A1,G2_G3_一般,1,2,40,44.3509,12.7457,-0.341364,0.659754
2026-09-13,02,9,0,2026-09-12,2026-09-11,1,1,A2,G2_G3_一般,3,3,45,44.1195,24.3322,0.036188,0.97716
2026-09-13,02,9,0,2026-09-12,2026-09-11,1,2,A2,G2_G3_一般,2,3,45,45.275,24.0379,-0.011442,0.97716
2026-09-13,02,9,1,2026-08-17,2026-08-12,1,1,B1,全,4,6,0,39.941,32.6219,-1.22436,0.690956
2026-09-13,02,9,1,2026-08-17,2026-08-12,1,2,B1,全,2,1,100,47.358,32.4778,1.620859,0.690956
2026-09-13,02,9,1,2026-08-17,2026-08-13,2,1,B1,全,1,6,0,68.7864,33.6691,-2.043013,0.698985
2026-09-13,02,9,1,2026-08-17,2026-08-14,3,1,B1,全,3,2,80,44.907,33.137,1.059029,0.707107
2026-09-13,02,9,1,2026-08-17,2026-08-14,3,2,B1,全,6,5,20,25.4632,26.062,-0.209624,0.707107
2026-09-13,02,9,1,2026-08-17,2026-08-15,4,2,B1,全,5,6,0,35.5453,30.2831,-1.173765,0.715323
2026-09-13,02,9,1,2026-08-17,2026-08-16,5,1,B1,全,2,4,40,47.358,32.4778,-0.226555,0.723635
2026-09-13,02,9,1,2026-08-17,2026-08-16,5,2,B1,全,3,6,0,44.907,33.137,-1.355191,0.723635
2026-09-13,02,9,2,2026-08-09,2026-08-06,1,1,B1,全,1,2,80,68.7864,33.6691,0.333052,0.644685
2026-09-13,02,9,2,2026-08-09,2026-08-06,1,2,B1,全,3,5,20,44.907,33.137,-0.751636,0.644685
2026-09-13,02,9,2,2026-08-09,2026-08-07,2,1,B1,全,5,6,0,35.5453,30.2831,-1.173765,0.652176
2026-09-13,02,9,2,2026-08-09,2026-08-08,3,1,B1,全,6,4,40,25.4632,26.062,0.557777,0.659754
2026-09-13,02,9,2,2026-08-09,2026-08-08,3,2,B1,全,2,5,20,47.358,32.4778,-0.842359,0.659754
2026-09-13,02,10,0,2026-09-12,2026-09-11,1,1,B1,全,4,5,20,39.941,32.6219,-0.611276,0.97716
2026-09-13,02,10,0,2026-09-12,2026-09-11,1,2,B1,全,1,6,0,68.7864,33.6691,-2.043013,0.97716
2026-09-13,02,10,1,2026-09-06,2026-09-03,1,1,B1,全,3,4,40,44.907,33.137,-0.148081,0.890899
2026-09-13,02,10,1,2026-09-06,2026-09-03,1,2,B1,全,6,4,40,25.4632,26.062,0.557777,0.890899
2026-09-13,02,10,1,2026-09-06,2026-09-04,2,1,B1,全,1,2,80,68.7864,33.6691,0.333052,0.90125
2026-09-13,02,10,1,2026-09-06,2026-09-05,3,1,B1,全,3,2,80,44.907,33.137,1.059029,0.911722
2026-09-13,02,10,1,2026-09-06,2026-09-05,3,2,B1,全,4,1,100,39.941,32.6219,1.841062,0.911722
2026-09-13,02,10,2,2026-08-17,2026-08-12,1,1,B1,全,6,5,20,25.4632,26.062,-0.209624,0.690956
2026-09-13,02,10,2,2026-08-17,2026-08-12,1,2,B1,全,2,5,20,47.358,32.4778,-0.842359,0.690956
2026-09-13,02,10,2,2026-08-17,2026-08-13,2,1,B1,全,4,3,60,39.941,32.6219,0.614893,0.698985
2026-09-13,02,10,2,2026-08-17,2026-08-14,3,1,B1,全,5,2,80,35.5453,30.2831,1.467969,0.707107
2026-09-13,02,10,2,2026-08-17,2026-08-14,3,2,B1,全,3,5,20,44.907,33.137,-0.751636,0.707107
2026-09-13,02,10,2,2026-08-17,2026-08-15,4,1,B1,全,1,2,80,68.7864,33.6691,0.333052,0.715323
2026-09-13,02,10,2,2026-08-17,2026-08-16,5,1,B1,全,2,3,60,47.358,32.4778,0.38925,0.723635
2026-09-13,02,10,2,2026-08-17,2026-08-16,5,2,B1,全,3,2,80,44.907,33.137,1.059029,0.723635
2026-09-13,02,10,3,2026-08-09,2026-08-06,1,1,B1,全,2,5,20,47.358,32.4778,-0.842359,0.644685
2026-09-13,02,10,3,2026-08-09,2026-08-07,2,1,B1,全,3,2,80,44.907,33.137,1.059029,0.652176
2026-09-13,02,10,3,2026-08-09,2026-08-07,2,2,B1,全,6,3,60,25.4632,26.062,1.325178,0.652176
2026-09-13,02,10,3,2026-08-09,2026-08-08,3,1,B1,全,4,5,20,39.941,32.6219,-0.611276,0.659754
2026-09-13,02,11,0,2026-09-12,2026-09-11,1,1,B1,全,6,6,0,25.4632,26.062,-0.977026,0.97716
2026-09-13,02,11,1,2026-09-06,2026-09-03,1,1,A1,G2_G3_一般,3,1,50,32.1179,17.5522,1.018795,0.890899
2026-09-13,02,11,1,2026-09-06,2026-09-03,1,2,A1,G2_G3_一般,6,5,10,21.3226,16.2512,-0.696725,0.890899
2026-09-13,02,11,1,2026-09-06,2026-09-04,2,1,A1,G2_G3_一般,2,1,50,33.6242,16.1457,1.014248,0.90125
2026-09-13,02,11,1,2026-09-06,2026-09-04,2,2,A1,G2_G3_一般,5,6,0,27.4581,17.0301,-1.61233,0.90125
2026-09-13,02,11,1,2026-09-06,2026-09-05,3,1,A1,G2_G3_一般,4,2,40,30.9338,16.1302,0.562061,0.911722
2026-09-13,02,11,1,2026-09-06,2026-09-05,3,2,A1,G2_G3_一般,1,1,50,44.3509,12.7457,0.443214,0.911722
2026-09-13,02,11,2,2026-08-17,2026-08-12,1,1,A1,G2_G3_一般,4,3,30,30.9338,16.1302,-0.057892,0.690956
2026-09-13,02,11,2,2026-08-17,2026-08-12,1,2,A1,G2_G3_一般,1,1,50,44.3509,12.7457,0.443214,0.690956
2026-09-13,02,11,2,2026-08-17,2026-08-13,2,2,A1,G2_G3_一般,3,1,50,32.1179,17.5522,1.018795,0.698985
2026-09-13,02,11,2,2026-08-17,2026-08-14,3,1,A1,G2_G3_一般,2,4,20,33.6242,16.1457,-0.843828,0.707107
2026-09-13,02,11,2,2026-08-17,2026-08-14,3,2,A1,G2_G3_一般,5,3,30,27.4581,17.0301,0.14926,0.707107
2026-09-13,02,11,2,2026-08-17,2026-08-15,4,2,A1,G2_G3_一般,5,5,10,27.4581,17.0301,-1.025133,0.715323
2026-09-13,02,11,2,2026-08-17,2026-08-16,5,2,A1,G2_G3_一般,4,1,50,30.9338,16.1302,1.182014,0.723635
2026-09-13,02,11,3,2026-08-09,2026-08-06,1,1,A1,G2_G3_一般,5,4,20,27.4581,17.0301,-0.437936,0.644685
2026-09-13,02,11,3,2026-08-09,2026-08-06,1,2,A1,G2_G3_一般,2,6,0,33.6242,16.1457,-2.082545,0.644685
2026-09-13,02,11,3,2026-08-09,2026-08-07,2,1,A1,G2_G3_一般,5,5,10,27.4581,17.0301,-1.025133,0.652176
2026-09-13,02,11,3,2026-08-09,2026-08-07,2,2,A1,G2_G3_一般,4,3,30,30.9338,16.1302,-0.057892,0.652176
2026-09-13,02,11,3,2026-08-09,2026-08-08,3,1,A1,G2_G3_一般,1,1,50,44.3509,12.7457,0.443214,0.659754
2026-09-13,02,11,3,2026-08-09,2026-08-08,3,2,A1,G2_G3_一般,3,3,30,32.1179,17.5522,-0.120666,0.659754
2026-09-13,02,12,0,2026-09-12,2026-09-11,1,1,A1,G2_G3_一般,4,1,50,30.9338,16.1302,1.182014,0.97716
2026-09-13,02,12,0,2026-09-12,2026-09-11,1,2,A1,G2_G3_一般,1,3,30,44.3509,12.7457,-1.125942,0.97716
2026-09-13,02,12,1,2026-09-06,2026-09-03,1,1,B2,全,2,3,75,47.1947,44.5037,0.624786,0.890899
2026-09-13,02,12,1,2026-09-06,2026-09-03,1,2,B2,全,3,4,50,45.1308,42.3242,0.115045,0.890899
2026-09-13,02,12,1,2026-09-06,2026-09-04,2,1,B2,全,1,1,125,79.3617,46.7521,0.976176,0.90125
2026-09-13,02,12,1,2026-09-06,2026-09-05,3,1,B2,全,6,5,25,12.822,26.1023,0.466549,0.911722
2026-09-13,02,12,1,2026-09-06,2026-09-05,3,2,B2,全,5,4,50,29.7619,36.9325,0.547975,0.911722
2026-09-13,02,12,2,2026-08-17,2026-08-12,1,1,B1,全,1,4,40,68.7864,33.6691,-0.85498,0.690956
2026-09-13,02,12,2,2026-08-17,2026-08-13,2,1,B1,全,3,4,40,44.907,33.137,-0.148081,0.698985
2026-09-13,02,12,2,2026-08-17,2026-08-13,2,2,B1,全,5,5,20,35.5453,30.2831,-0.513332,0.698985
2026-09-13,02,12,2,2026-08-17,2026-08-14,3,1,B1,全,4,3,60,39.941,32.6219,0.614893,0.707107
2026-09-13,02,12,2,2026-08-17,2026-08-15,4,1,B1,全,2,5,20,47.358,32.4778,-0.842359,0.715323
2026-09-13,02,12,2,2026-08-17,2026-08-15,4,2,B1,全,4,5,20,39.941,32.6219,-0.611276,0.715323
2026-09-13,02,12,2,2026-08-17,2026-08-16,5,1,B1,全,5,6,0,35.5453,30.2831,-1.173765,0.723635
2026-09-13,02,12,2,2026-08-17,2026-08-16,5,2,B1,全,6,5,20,25.4632,26.062,-0.209624,0.723635
2026-09-13,02,12,3,2026-08-09,2026-08-06,1,1,B1,全,5,2,80,35.5453,30.2831,1.467969,0.644685
2026-09-13,02,12,3,2026-08-09,2026-08-07,2,1,B1,全,1,1,100,68.7864,33.6691,0.927068,0.652176
2026-09-13,02,12,3,2026-08-09,2026-08-07,2,2,B1,全,4,6,0,39.941,32.6219,-1.22436,0.652176
2026-09-13,02,12,3,2026-08-09,2026-08-08,3,1,B1,全,3,4,40,44.907,33.137,-0.148081,0.659754
2026-09-13,02,12,3,2026-08-09,2026-08-08,3,2,B1,全,2,3,60,47.358,32.4778,0.38925,0.659754
2026-09-13,02,13,0,2026-09-12,2026-09-11,1,1,A2,G2_G3_一般,6,3,45,26.7671,21.3393,0.85443,0.97716
2026-09-13,02,13,0,2026-09-12,2026-09-11,1,2,A2,G2_G3_一般,1,1,75,61.7502,20.8429,0.635698,0.97716
2026-09-13,02,13,1,2026-09-06,2026-09-03,1,1,B1,全,4,2,80,39.941,32.6219,1.227978,0.890899
2026-09-13,02,13,1,2026-09-06,2026-09-03,1,2,B1,全,2,3,60,47.358,32.4778,0.38925,0.890899
2026-09-13,02,13,1,2026-09-06,2026-09-04,2,1,B1,全,1,1,100,68.7864,33.6691,0.927068,0.90125
2026-09-13,02,13,1,2026-09-06,2026-09-04,2,2,B1,全,6,5,20,25.4632,26.062,-0.209624,0.90125
2026-09-13,02,13,1,2026-09-06,2026-09-05,3,1,B1,全,2,3,60,47.358,32.4778,0.38925,0.911722
2026-09-13,02,13,2,2026-08-17,2026-08-12,1,1,B1,全,6,5,20,25.4632,26.062,-0.209624,0.690956
2026-09-13,02,13,2,2026-08-17,2026-08-13,2,1,B1,全,3,6,0,44.907,33.137,-1.355191,0.698985
2026-09-13,02,13,2,2026-08-17,2026-08-13,2,2,B1,全,1,2,80,68.7864,33.6691,0.333052,0.698985
2026-09-13,02,13,2,2026-08-17,2026-08-14,3,1,B1,全,4,1,100,39.941,32.6219,1.841062,0.707107
