レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202609090305,2026-09-09,03,05R,daily,0.6762,0.002536,0.000805,0.000610,0.000285,0.000234,0.000571,0.090618,0.054918,0.100714,0.024840,0.001696,0.033101,0.029668,0.029489,0.004609,0.133825,0.014445,0.021669,0.007651,0.003066,0.034892,0.025475,0.014026,0.021041,0.011969,0.002485,0.002303,0.002546,0.002200,0.001447,0.323844,0.002422
202609090306,2026-09-09,03,06R,daily,0.7101,0.003416,0.001266,0.000870,0.000465,0.000309,0.001325,0.073388,0.038870,0.107500,0.020577,0.013476,0.031248,0.033835,0.035855,0.036907,0.128706,0.011352,0.020912,0.007240,0.016665,0.020397,0.024026,0.019602,0.015058,0.014112,0.017243,0.001891,0.003631,0.001899,0.002863,0.289889,0.005207
202609090307,2026-09-09,03,07R,daily,0.7864,0.004435,0.001136,0.001039,0.000390,0.000340,0.000703,0.087903,0.068938,0.065540,0.074466,0.004681,0.035717,0.017442,0.098170,0.015858,0.100080,0.020533,0.017700,0.027465,0.009873,0.026919,0.022310,0.021268,0.012953,0.029557,0.007369,0.002346,0.002792,0.002065,0.002488,0.213635,0.003888
202609090308,2026-09-09,03,08R,daily,0.6468,0.001966,0.000813,0.000536,0.000187,0.000198,0.000303,0.100045,0.086493,0.033764,0.020337,0.001593,0.068265,0.018352,0.031140,0.002182,0.123987,0.031713,0.019126,0.004215,0.001842,0.032667,0.023669,0.016758,0.007800,0.008056,0.001032,0.001587,0.001842,0.001124,0.000803,0.353193,0.004411
202609090309,2026-09-09,03,09R,daily,0.5709,0.001752,0.000727,0.000419,0.000263,0.000214,0.000677,0.025451,0.057355,0.118068,0.013891,0.004114,0.051472,0.046953,0.021223,0.009071,0.068090,0.015602,0.029683,0.004352,0.003639,0.022350,0.016064,0.014815,0.026876,0.003965,0.003757,0.002309,0.002832,0.001807,0.001422,0.429130,0.001660
202609090310,2026-09-09,03,10R,daily,0.4831,0.001304,0.000594,0.000366,0.000165,0.000143,0.000361,0.036175,0.089185,0.049455,0.013246,0.002186,0.057274,0.018593,0.015322,0.003745,0.064844,0.020654,0.014293,0.003114,0.001543,0.045289,0.014435,0.012548,0.005368,0.004704,0.000872,0.001309,0.002365,0.001437,0.000762,0.516882,0.001465
202609090311,2026-09-09,03,11R,daily,0.2942,0.001242,0.000275,0.000316,0.000164,0.000147,0.000537,0.014679,0.019011,0.019497,0.019778,0.002815,0.015388,0.008444,0.020208,0.005428,0.078497,0.004552,0.004673,0.003732,0.001835,0.034816,0.012703,0.004992,0.004498,0.006362,0.001958,0.002013,0.001740,0.001021,0.000968,0.705836,0.001876
202609090312,2026-09-09,03,12R,daily,0.3942,0.001324,0.000545,0.000479,0.000194,0.000146,0.000522,0.040095,0.037268,0.026800,0.008858,0.002757,0.022714,0.009682,0.012255,0.004683,0.119074,0.008876,0.007226,0.001780,0.001839,0.036884,0.020479,0.008011,0.003757,0.004618,0.001558,0.001698,0.003111,0.001717,0.001432,0.605823,0.003797
202609090401,2026-09-09,04,01R,daily,0.8448,0.002802,0.001097,0.000847,0.000315,0.000229,0.000631,0.069096,0.206163,0.025106,0.029831,0.019400,0.093892,0.015207,0.030421,0.014035,0.104898,0.089063,0.028050,0.011373,0.003626,0.017202,0.008001,0.040319,0.004951,0.007358,0.008125,0.001677,0.001107,0.002239,0.002797,0.155243,0.004901
202609090402,2026-09-09,04,02R,daily,0.8101,0.004327,0.001202,0.000385,0.000306,0.000304,0.000746,0.024384,0.083510,0.060721,0.100278,0.011025,0.024880,0.039845,0.211782,0.012842,0.043895,0.020858,0.031792,0.037582,0.003133,0.014573,0.005229,0.014679,0.009617,0.040028,0.003246,0.001574,0.000632,0.003304,0.001983,0.189930,0.001408
202609090403,2026-09-09,04,03R,daily,0.4461,0.002582,0.000630,0.000364,0.000180,0.000167,0.000396,0.018482,0.051070,0.025822,0.021650,0.003312,0.032813,0.017563,0.040330,0.003668,0.100611,0.010387,0.025881,0.011257,0.001829,0.035594,0.006682,0.007604,0.013305,0.004022,0.001769,0.002120,0.001406,0.002195,0.000902,0.553854,0.001555
202609090404,2026-09-09,04,04R,daily,0.8527,0.004126,0.000773,0.000716,0.000322,0.000265,0.000484,0.137270,0.084567,0.036031,0.050221,0.001915,0.039632,0.025847,0.075967,0.001502,0.202091,0.035560,0.040051,0.014525,0.000803,0.016306,0.016802,0.020867,0.008750,0.018165,0.001244,0.002932,0.001773,0.003643,0.003341,0.147285,0.006224
202609090405,2026-09-09,04,05R,daily,0.6264,0.001422,0.000669,0.000206,0.000200,0.000185,0.000533,0.005059,0.030323,0.122789,0.059375,0.015770,0.010033,0.062313,0.140056,0.017118,0.023860,0.004040,0.031241,0.029500,0.006973,0.021899,0.002897,0.004054,0.010940,0.016542,0.003645,0.000842,0.000590,0.001722,0.001153,0.373582,0.000471
202609090406,2026-09-09,04,06R,daily,0.5788,0.001343,0.000924,0.000259,0.000185,0.000202,0.000429,0.004146,0.068115,0.066324,0.048839,0.004894,0.038585,0.068407,0.108033,0.003461,0.019131,0.011853,0.036350,0.012173,0.001280,0.020838,0.003253,0.015600,0.012826,0.022899,0.001125,0.001268,0.000658,0.003099,0.001242,0.421151,0.001110
202609090407,2026-09-09,04,07R,daily,0.8599,0.003039,0.001633,0.000978,0.000257,0.000269,0.000467,0.054377,0.193610,0.022885,0.085060,0.005766,0.043772,0.019344,0.126671,0.005141,0.088486,0.053156,0.033263,0.033320,0.002203,0.010203,0.009618,0.021495,0.006042,0.023449,0.003086,0.001525,0.000903,0.002848,0.002910,0.140105,0.004120
202609090408,2026-09-09,04,08R,daily,0.6139,0.003274,0.001057,0.000556,0.000299,0.000279,0.000946,0.024208,0.086356,0.051322,0.018538,0.012186,0.057610,0.053847,0.039996,0.008022,0.080691,0.019389,0.047949,0.012909,0.003808,0.017826,0.007698,0.023556,0.014890,0.011976,0.004927,0.002250,0.001620,0.001938,0.002094,0.386134,0.001848
202609090409,2026-09-09,04,09R,daily,0.5308,0.003015,0.000831,0.000529,0.000210,0.000186,0.000446,0.020413,0.107600,0.019093,0.036778,0.011340,0.046689,0.011485,0.064510,0.005127,0.074386,0.022328,0.020633,0.011587,0.002239,0.023072,0.006854,0.017273,0.003897,0.007862,0.003269,0.001654,0.000749,0.002244,0.001752,0.469166,0.002783
202609090410,2026-09-09,04,10R,daily,0.3438,0.001636,0.000634,0.000372,0.000231,0.000160,0.000681,0.012347,0.034755,0.031129,0.015167,0.008362,0.015253,0.023739,0.032084,0.007116,0.068064,0.007180,0.018725,0.006317,0.002140,0.022846,0.004158,0.004586,0.009054,0.005743,0.002640,0.001881,0.001520,0.002362,0.001263,0.656201,0.001654
202609090411,2026-09-09,04,11R,daily,0.3501,0.002283,0.000562,0.000426,0.000190,0.000136,0.000679,0.017065,0.038700,0.026418,0.009219,0.007388,0.021141,0.014193,0.016681,0.007232,0.095552,0.008234,0.011672,0.004638,0.001497,0.029628,0.009262,0.007612,0.003255,0.004315,0.002285,0.001939,0.001592,0.002313,0.001465,0.649941,0.002485
202609090412,2026-09-09,04,12R,daily,0.2042,0.001566,0.000300,0.000204,0.000122,0.000064,0.000516,0.018652,0.010205,0.017120,0.001091,0.010561,0.016451,0.008334,0.002613,0.003122,0.062450,0.004458,0.006850,0.000743,0.000660,0.018094,0.003156,0.003858,0.005353,0.000672,0.001122,0.001271,0.000882,0.001817,0.000368,0.795787,0.001540
202609090501,2026-09-09,05,01R,daily,0.7570,0.002575,0.001454,0.000514,0.000336,0.000255,0.000667,0.071276,0.097877,0.088290,0.041028,0.010983,0.052283,0.059340,0.083443,0.015330,0.057596,0.029485,0.039990,0.012004,0.004073,0.016732,0.008886,0.018074,0.017671,0.013945,0.004415,0.001358,0.001369,0.002020,0.002271,0.242977,0.001483
202609090502,2026-09-09,05,02R,daily,0.4613,0.002167,0.000850,0.000455,0.000235,0.000190,0.000653,0.025313,0.046442,0.024880,0.035628,0.011282,0.057406,0.018472,0.063358,0.019990,0.049867,0.018213,0.007220,0.004981,0.003558,0.030456,0.007185,0.009029,0.002856,0.009190,0.003711,0.001124,0.001642,0.001554,0.001709,0.538720,0.001664
202609090503,2026-09-09,05,03R,daily,0.7301,0.002817,0.001436,0.000838,0.000356,0.000272,0.000736,0.070229,0.107869,0.064593,0.037431,0.018774,0.074548,0.030772,0.051179,0.026201,0.054846,0.044520,0.026502,0.009477,0.007720,0.028554,0.010726,0.022229,0.006696,0.012601,0.007264,0.001207,0.002611,0.001433,0.002958,0.269851,0.002757
202609090504,2026-09-09,05,04R,daily,0.6627,0.002520,0.001016,0.000804,0.000281,0.000228,0.000547,0.066790,0.098061,0.023134,0.020655,0.013381,0.087495,0.011474,0.038746,0.014520,0.143779,0.035117,0.011096,0.003922,0.004317,0.017899,0.017897,0.017430,0.003043,0.007446,0.004453,0.001836,0.001619,0.001112,0.002306,0.337308,0.009769
202609090505,2026-09-09,05,05R,daily,0.5713,0.002537,0.000734,0.000725,0.000282,0.000191,0.000731,0.070658,0.060921,0.031131,0.020154,0.021484,0.041732,0.013422,0.050557,0.022310,0.128616,0.018068,0.006443,0.004520,0.004561,0.020595,0.016183,0.008694,0.003324,0.006666,0.004862,0.001590,0.001593,0.001101,0.001734,0.428748,0.005130
202609090506,2026-09-09,05,06R,daily,0.2947,0.001010,0.000315,0.000277,0.000105,0.000105,0.000188,0.023150,0.021046,0.007694,0.021347,0.004555,0.014635,0.002270,0.028803,0.005761,0.093654,0.004980,0.002014,0.002417,0.001036,0.032406,0.010440,0.004304,0.000783,0.003964,0.000904,0.000797,0.000622,0.000719,0.000936,0.705302,0.003462
202609090507,2026-09-09,05,07R,daily,0.5637,0.002464,0.001347,0.000463,0.000253,0.000228,0.000507,0.021086,0.058084,0.028424,0.052684,0.023780,0.038304,0.017071,0.134166,0.029526,0.041400,0.012241,0.012470,0.006721,0.008710,0.023009,0.006918,0.008386,0.003331,0.018063,0.005900,0.000770,0.000907,0.000870,0.001823,0.436279,0.003816
202609090508,2026-09-09,05,08R,daily,0.3164,0.000940,0.000488,0.000222,0.000111,0.000099,0.000243,0.009167,0.044631,0.042128,0.007663,0.003602,0.055829,0.021723,0.011723,0.003049,0.028245,0.007708,0.013351,0.001759,0.000949,0.030139,0.005121,0.011548,0.007238,0.002793,0.000851,0.001115,0.000833,0.001377,0.000821,0.683632,0.000901
202609090509,2026-09-09,05,09R,daily,0.4190,0.001965,0.000594,0.000524,0.000144,0.000148,0.000350,0.031245,0.075534,0.013578,0.012934,0.006563,0.081124,0.008260,0.023923,0.007997,0.058717,0.025229,0.008516,0.002425,0.001859,0.028800,0.007513,0.006958,0.001514,0.004235,0.001418,0.001207,0.001920,0.000737,0.001090,0.581001,0.001979
202609090510,2026-09-09,05,10R,daily,0.3684,0.001455,0.000549,0.000278,0.000183,0.000128,0.000382,0.031948,0.024562,0.056056,0.012061,0.006684,0.015229,0.021522,0.031677,0.005670,0.074229,0.005880,0.015628,0.002816,0.001530,0.027686,0.008334,0.004878,0.006185,0.004618,0.001291,0.001143,0.000949,0.001182,0.001193,0.631564,0.002509
202609090511,2026-09-09,05,11R,daily,0.4864,0.001700,0.000789,0.000344,0.000232,0.000188,0.000616,0.009218,0.064572,0.073319,0.028274,0.010541,0.050372,0.047132,0.050019,0.013391,0.013854,0.014320,0.029528,0.006358,0.004279,0.027831,0.003469,0.009241,0.008297,0.008791,0.003103,0.001075,0.001574,0.001249,0.001869,0.513624,0.000831
202609090512,2026-09-09,05,12R,daily,0.4280,0.001714,0.000458,0.000497,0.000225,0.000199,0.000892,0.031366,0.039622,0.050156,0.017160,0.014445,0.034679,0.020776,0.033054,0.016311,0.069888,0.013883,0.011525,0.005372,0.003345,0.019657,0.007461,0.011142,0.005422,0.004760,0.003265,0.001804,0.001382,0.000951,0.002918,0.572000,0.003672
202609091101,2026-09-09,11,01R,daily,0.4700,0.001587,0.001260,0.000330,0.000199,0.000137,0.000426,0.036095,0.077595,0.039122,0.006131,0.007302,0.059238,0.032423,0.013157,0.016464,0.074425,0.017636,0.013993,0.003035,0.001934,0.020013,0.010071,0.019384,0.004520,0.003116,0.002390,0.001635,0.001620,0.002283,0.001145,0.529962,0.001370
202609091102,2026-09-09,11,02R,daily,0.8070,0.002417,0.001015,0.000687,0.000250,0.000170,0.000341,0.149846,0.131534,0.038529,0.009903,0.003385,0.094259,0.023929,0.014801,0.007112,0.131212,0.066223,0.030063,0.005881,0.001873,0.015057,0.015217,0.037782,0.007461,0.003573,0.002729,0.002518,0.001796,0.001484,0.001875,0.192963,0.004118
202609091103,2026-09-09,11,03R,daily,0.4452,0.001493,0.001151,0.000260,0.000188,0.000136,0.000358,0.013099,0.068844,0.031475,0.013755,0.002030,0.082139,0.041364,0.033357,0.005152,0.033377,0.014683,0.020917,0.002807,0.001585,0.028860,0.004157,0.021152,0.003849,0.007290,0.001606,0.001769,0.003013,0.002326,0.001921,0.554799,0.001086
202609091104,2026-09-09,11,04R,daily,0.3826,0.001323,0.000630,0.000233,0.000123,0.000124,0.000408,0.010806,0.051413,0.022734,0.006794,0.001354,0.107527,0.030796,0.035574,0.003508,0.033041,0.012075,0.011081,0.004245,0.001205,0.019379,0.002757,0.009605,0.004048,0.004992,0.000695,0.001835,0.001276,0.001479,0.000528,0.617415,0.000996
202609091105,2026-09-09,11,05R,daily,0.5523,0.001657,0.001053,0.000346,0.000142,0.000140,0.000299,0.019235,0.120237,0.013007,0.013147,0.001455,0.141320,0.017217,0.027946,0.006096,0.056446,0.041131,0.017578,0.004695,0.001210,0.021612,0.006578,0.023060,0.002403,0.004297,0.001233,0.001930,0.001332,0.001805,0.001267,0.447744,0.002382
202609091106,2026-09-09,11,06R,daily,0.4335,0.001009,0.000505,0.000308,0.000165,0.000095,0.000340,0.062591,0.018369,0.032393,0.002110,0.006489,0.015407,0.018754,0.003680,0.010871,0.183790,0.007192,0.010655,0.001335,0.001284,0.017942,0.017962,0.004391,0.004535,0.000867,0.002290,0.002025,0.001427,0.001257,0.000966,0.566539,0.002458
202609091107,2026-09-09,11,07R,daily,0.2234,0.001006,0.000515,0.000103,0.000095,0.000069,0.000236,0.003226,0.016070,0.022120,0.011173,0.002148,0.025547,0.021615,0.035096,0.008146,0.014630,0.002705,0.007279,0.002201,0.001041,0.032364,0.001488,0.003794,0.001572,0.003315,0.001217,0.000766,0.001538,0.001315,0.000768,0.776555,0.000289
202609091108,2026-09-09,11,08R,daily,0.4367,0.002221,0.000952,0.000433,0.000194,0.000160,0.000586,0.015756,0.058759,0.026963,0.013423,0.003097,0.073429,0.038701,0.058263,0.013154,0.038574,0.013700,0.008573,0.007607,0.003103,0.021795,0.004347,0.010155,0.005068,0.006794,0.002850,0.001977,0.002072,0.002018,0.001015,0.563317,0.000941
202609091109,2026-09-09,11,09R,daily,0.5040,0.002035,0.001009,0.000274,0.000217,0.000133,0.000449,0.028331,0.054908,0.077865,0.003683,0.006219,0.035292,0.068810,0.020129,0.007613,0.082860,0.014071,0.033820,0.002039,0.002135,0.016018,0.014318,0.007818,0.011169,0.002236,0.001972,0.002717,0.001456,0.001435,0.000954,0.496042,0.001972
202609091110,2026-09-09,11,10R,daily,0.4077,0.001391,0.000660,0.000434,0.000236,0.000133,0.000574,0.048850,0.029482,0.026038,0.005629,0.014744,0.019750,0.018932,0.012380,0.024164,0.116720,0.009473,0.008290,0.002465,0.001983,0.022813,0.017213,0.005924,0.003248,0.002578,0.003372,0.001907,0.001705,0.001415,0.001416,0.592308,0.003774
202609091111,2026-09-09,11,11R,daily,0.3083,0.000888,0.000422,0.000276,0.000119,0.000087,0.000314,0.013494,0.055516,0.013182,0.003942,0.001852,0.071051,0.016621,0.012810,0.002915,0.041777,0.016370,0.006952,0.001466,0.000560,0.022383,0.004857,0.009513,0.001701,0.002173,0.000594,0.001694,0.001598,0.001018,0.000663,0.691739,0.001455
202609091112,2026-09-09,11,12R,daily,0.3586,0.002017,0.000489,0.000264,0.000138,0.000136,0.000470,0.023692,0.031981,0.020656,0.007829,0.001618,0.033788,0.018043,0.046803,0.008113,0.088811,0.009839,0.008406,0.004888,0.000897,0.020002,0.007631,0.005577,0.003092,0.003884,0.000776,0.002053,0.001979,0.001594,0.000830,0.641357,0.002348
202609091301,2026-09-09,13,01R,daily,0.5531,0.002726,0.001461,0.000495,0.000189,0.000129,0.000582,0.047049,0.072736,0.022906,0.005343,0.004273,0.129964,0.018902,0.010843,0.008064,0.100645,0.035016,0.020012,0.001414,0.002451,0.013388,0.012191,0.022708,0.002920,0.002728,0.003629,0.000955,0.001889,0.001459,0.001397,0.446935,0.004600
202609091302,2026-09-09,13,02R,daily,0.6224,0.005271,0.001156,0.000537,0.000202,0.000244,0.000779,0.051215,0.054128,0.031173,0.038849,0.001909,0.042901,0.020037,0.116043,0.009177,0.126668,0.015330,0.013523,0.015766,0.001702,0.016695,0.018622,0.009370,0.002870,0.018741,0.001411,0.001468,0.000926,0.001505,0.001343,0.377625,0.002814
202609091303,2026-09-09,13,03R,daily,0.3249,0.001623,0.000573,0.000360,0.000204,0.000143,0.000543,0.015760,0.020609,0.033771,0.021112,0.006012,0.019651,0.020663,0.052693,0.009778,0.049504,0.006087,0.005593,0.004947,0.002278,0.020520,0.006210,0.005639,0.004820,0.008339,0.002649,0.001036,0.000917,0.000831,0.000776,0.675087,0.001272
202609091304,2026-09-09,13,04R,daily,0.6591,0.003221,0.001122,0.000540,0.000263,0.000202,0.000789,0.017575,0.087685,0.122385,0.013598,0.005367,0.077753,0.083377,0.056253,0.013826,0.034854,0.022198,0.037684,0.005846,0.005126,0.012036,0.006686,0.013599,0.018306,0.007622,0.004973,0.001041,0.001572,0.001055,0.001061,0.340943,0.001441
202609091305,2026-09-09,13,05R,daily,0.5712,0.002932,0.000648,0.000482,0.000192,0.000169,0.000643,0.072986,0.026004,0.016827,0.020447,0.005007,0.015184,0.006613,0.056610,0.017709,0.229996,0.011441,0.004344,0.005636,0.001774,0.018601,0.031780,0.005028,0.001241,0.006334,0.002256,0.001158,0.000766,0.000830,0.001143,0.428796,0.006422
202609091306,2026-09-09,13,06R,daily,0.3220,0.001116,0.000526,0.000145,0.000131,0.000109,0.000358,0.007244,0.018424,0.070970,0.009147,0.002535,0.018433,0.064762,0.021900,0.002730,0.026667,0.003204,0.019060,0.002313,0.000456,0.012858,0.005945,0.007749,0.015131,0.005517,0.000682,0.000878,0.000613,0.001244,0.000563,0.678038,0.000554
202609091307,2026-09-09,13,07R,daily,0.3877,0.003242,0.000514,0.000347,0.000146,0.000168,0.000599,0.016634,0.037023,0.017099,0.019111,0.002229,0.066064,0.010064,0.058513,0.008084,0.064780,0.014725,0.009492,0.005448,0.001162,0.019343,0.006790,0.009054,0.002623,0.006303,0.001326,0.001021,0.001335,0.001025,0.000795,0.612264,0.002677
202609091308,2026-09-09,13,08R,daily,0.3726,0.001943,0.001045,0.000491,0.000221,0.000137,0.000709,0.014015,0.043806,0.029669,0.007917,0.012426,0.059321,0.021255,0.017086,0.020155,0.050324,0.014224,0.010756,0.003338,0.004235,0.016706,0.005626,0.011523,0.006670,0.002726,0.008827,0.001005,0.001679,0.001479,0.001203,0.627439,0.002041
202609091309,2026-09-09,13,09R,daily,0.5492,0.002811,0.001093,0.000884,0.000290,0.000196,0.001082,0.042208,0.077036,0.030091,0.014777,0.015981,0.063431,0.018759,0.029044,0.034629,0.083044,0.026138,0.007791,0.007508,0.006216,0.015829,0.014881,0.024663,0.003553,0.004303,0.012234,0.001250,0.001402,0.001138,0.002383,0.450830,0.004527
202609091310,2026-09-09,13,10R,daily,0.4049,0.002435,0.000739,0.000444,0.000161,0.000132,0.000461,0.016993,0.061208,0.026950,0.007690,0.002350,0.091569,0.018449,0.023402,0.004135,0.053057,0.017647,0.010814,0.002672,0.000998,0.018209,0.006914,0.018433,0.004370,0.003908,0.001216,0.001309,0.002005,0.001603,0.001119,0.595059,0.003547
202609091311,2026-09-09,13,11R,daily,0.2815,0.001880,0.000508,0.000317,0.000164,0.000111,0.000544,0.008581,0.029136,0.028410,0.007303,0.003012,0.049115,0.018287,0.017747,0.007960,0.037876,0.007319,0.009465,0.003194,0.002458,0.017394,0.003502,0.009434,0.005963,0.002403,0.003699,0.001139,0.001153,0.001000,0.000797,0.718528,0.001601
202609091312,2026-09-09,13,12R,daily,0.2669,0.001980,0.000370,0.000306,0.000154,0.000099,0.000526,0.018889,0.019946,0.024398,0.003836,0.004185,0.026533,0.013463,0.010484,0.006433,0.071968,0.006190,0.006101,0.001709,0.001048,0.017286,0.012969,0.005161,0.002832,0.001774,0.001227,0.001534,0.001701,0.000853,0.000653,0.733106,0.002283
