レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609090403,2026-09-09,04,3R,daily,2-1-3,2-1-4,2-1-5,3-1-5,5-1-3,差し,差し,差し,まくり差し,まくり差し
202609090403,2026-09-09,04,3R,realtime,5-1-3,2-1-3,2-1-5,5-1-2,2-1-4,まくり差し,差し,差し,まくり差し,差し
202609090404,2026-09-09,04,4R,daily,2-1-3,2-3-1,2-1-4,2-1-5,3-1-2,差し,差し,差し,差し,まくり差し
202609090404,2026-09-09,04,4R,realtime,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609090405,2026-09-09,04,5R,daily,5-1-4,5-1-2,4-1-5,4-1-2,5-1-3,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202609090405,2026-09-09,04,5R,realtime,4-1-6,4-1-2,4-1-5,5-1-6,5-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609090406,2026-09-09,04,6R,daily,5-1-4,5-1-3,5-1-2,4-1-5,3-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609090406,2026-09-09,04,6R,realtime,5-1-4,5-1-2,5-1-3,4-1-5,3-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609090407,2026-09-09,04,7R,daily,5-1-3,5-1-2,5-3-1,3-1-5,3-5-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609090407,2026-09-09,04,7R,realtime,5-1-2,5-1-3,3-1-5,5-1-4,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609090408,2026-09-09,04,8R,daily,3-1-2,3-1-4,2-1-3,3-1-5,4-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202609090408,2026-09-09,04,8R,realtime,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609090409,2026-09-09,04,9R,daily,3-1-5,3-1-2,3-1-4,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609090410,2026-09-09,04,10R,daily,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609090411,2026-09-09,04,11R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-1-6,差し,差し,まくり差し,差し,差し
202609090412,2026-09-09,04,12R,daily,2-1-4,2-1-3,2-1-5,4-1-2,2-1-6,差し,差し,差し,まくり,差し
202609090501,2026-09-09,05,1R,daily,3-1-4,3-1-5,4-1-5,3-1-2,4-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609090501,2026-09-09,05,1R,realtime,3-1-4,4-1-3,3-1-5,4-1-5,3-1-2,まくり差し,差し,まくり差し,まくり差し,まくり差し
202609090502,2026-09-09,05,2R,daily,3-1-2,3-1-5,2-1-3,3-1-4,5-1-3,まくり差し,まくり差し,差し,まくり差し,まくり差し
202609090502,2026-09-09,05,2R,realtime,5-1-3,5-1-2,5-1-4,3-1-5,3-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202609090503,2026-09-09,05,3R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609090503,2026-09-09,05,3R,realtime,3-1-2,3-1-4,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609090504,2026-09-09,05,4R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-3-1,差し,まくり差し,まくり差し,まくり差し,差し
202609090504,2026-09-09,05,4R,realtime,2-1-3,3-1-2,2-3-1,3-2-1,3-1-5,差し,まくり差し,差し,まくり,まくり差し
202609090505,2026-09-09,05,5R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609090505,2026-09-09,05,5R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609090506,2026-09-09,05,6R,daily,2-1-3,2-1-5,2-1-4,5-1-2,3-1-2,差し,差し,差し,まくり差し,まくり差し
202609090506,2026-09-09,05,6R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609090507,2026-09-09,05,7R,daily,5-1-2,5-1-3,5-1-4,5-1-6,3-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609090507,2026-09-09,05,7R,realtime,6-1-2,6-1-3,6-1-4,6-1-5,2-1-6,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609090508,2026-09-09,05,8R,daily,3-1-4,3-1-2,3-1-5,4-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202609090508,2026-09-09,05,8R,realtime,3-1-4,3-1-5,3-1-2,4-1-5,4-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609090509,2026-09-09,05,9R,daily,3-1-2,3-1-5,2-1-3,3-1-4,2-1-5,まくり差し,まくり差し,差し,まくり差し,差し
202609090510,2026-09-09,05,10R,daily,2-1-3,2-1-4,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609090511,2026-09-09,05,11R,daily,3-1-4,4-1-3,3-1-5,4-1-5,3-1-2,まくり差し,差し,まくり差し,まくり差し,まくり差し
202609090512,2026-09-09,05,12R,daily,2-1-4,2-1-3,4-1-2,3-1-4,3-1-2,差し,差し,まくり,まくり差し,まくり差し
202609091101,2026-09-09,11,1R,daily,3-1-2,2-1-3,3-1-4,2-1-4,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202609091101,2026-09-09,11,1R,realtime,3-1-2,2-1-3,3-1-4,2-1-4,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202609091102,2026-09-09,11,2R,daily,3-1-2,2-1-3,3-1-4,2-1-4,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202609091102,2026-09-09,11,2R,realtime,2-1-3,3-1-2,2-3-1,3-2-1,3-1-4,差し,まくり差し,差し,まくり,まくり差し
202609091103,2026-09-09,11,3R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609091103,2026-09-09,11,3R,realtime,3-1-2,2-1-3,3-1-4,3-1-6,3-2-1,まくり差し,差し,まくり差し,まくり差し,まくり
202609091104,2026-09-09,11,4R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609091104,2026-09-09,11,4R,realtime,3-1-4,4-1-3,3-1-2,4-1-2,3-1-5,まくり差し,差し,まくり差し,まくり,まくり差し
202609091105,2026-09-09,11,5R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609091105,2026-09-09,11,5R,realtime,3-1-5,3-1-4,3-1-2,3-1-6,3-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609091106,2026-09-09,11,6R,daily,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し
202609091106,2026-09-09,11,6R,realtime,2-1-4,2-1-3,2-1-6,2-1-5,4-1-2,差し,差し,差し,差し,まくり
202609091107,2026-09-09,11,7R,daily,3-1-4,4-1-3,3-1-2,4-1-2,3-1-5,まくり差し,差し,まくり差し,まくり,まくり差し
202609091107,2026-09-09,11,7R,realtime,3-1-4,3-1-6,6-1-3,3-1-2,4-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609091108,2026-09-09,11,8R,daily,3-1-4,3-1-2,3-1-5,2-1-3,5-1-2,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609091108,2026-09-09,11,8R,realtime,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609091109,2026-09-09,11,9R,daily,4-1-3,2-1-3,4-1-2,3-1-4,2-1-4,差し,差し,まくり,まくり差し,差し
202609091110,2026-09-09,11,10R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-3-1,差し,差し,まくり差し,差し,差し
202609091111,2026-09-09,11,11R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609091112,2026-09-09,11,12R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609091301,2026-09-09,13,1R,daily,3-1-2,3-1-4,2-1-3,3-1-5,3-2-1,まくり差し,まくり差し,差し,まくり差し,まくり
202609091301,2026-09-09,13,1R,realtime,3-1-5,3-1-4,3-1-2,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609091302,2026-09-09,13,2R,daily,2-1-3,5-1-2,2-1-4,3-1-2,2-1-5,差し,まくり差し,差し,まくり差し,差し
202609091302,2026-09-09,13,2R,realtime,5-1-2,5-1-6,5-1-3,5-2-1,2-1-5,まくり,まくり差し,差し,まくり,差し
202609091303,2026-09-09,13,3R,daily,2-1-3,3-1-2,2-1-4,5-1-2,5-1-3,差し,まくり差し,差し,まくり差し,まくり差し
202609091303,2026-09-09,13,3R,realtime,5-1-2,2-1-5,2-1-3,5-1-3,5-1-4,まくり差し,差し,差し,まくり差し,まくり差し
202609091304,2026-09-09,13,4R,daily,3-1-4,4-1-3,4-1-2,4-1-5,3-1-2,まくり差し,差し,まくり,まくり差し,まくり差し
202609091304,2026-09-09,13,4R,realtime,4-1-3,4-1-5,3-1-4,4-1-2,4-1-6,差し,まくり差し,まくり差し,まくり,まくり
202609091305,2026-09-09,13,5R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202609091305,2026-09-09,13,5R,realtime,2-1-3,2-1-4,2-1-5,5-1-2,2-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609091306,2026-09-09,13,6R,daily,4-1-3,4-1-2,4-1-5,3-1-2,3-1-4,差し,まくり,まくり差し,まくり差し,まくり差し
202609091306,2026-09-09,13,6R,realtime,4-1-2,4-1-3,4-1-5,2-1-3,2-1-4,まくり,差し,まくり差し,差し,差し
202609091307,2026-09-09,13,7R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609091307,2026-09-09,13,7R,realtime,2-1-3,3-1-2,2-1-5,2-1-4,3-1-4,差し,まくり差し,差し,差し,まくり差し
202609091308,2026-09-09,13,8R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609091308,2026-09-09,13,8R,realtime,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609091309,2026-09-09,13,9R,daily,3-1-4,3-1-2,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609091310,2026-09-09,13,10R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609091311,2026-09-09,13,11R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609091312,2026-09-09,13,12R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609091401,2026-09-09,14,1R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609091401,2026-09-09,14,1R,realtime,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202609091402,2026-09-09,14,2R,daily,2-1-3,3-1-2,3-1-4,4-1-2,2-1-4,差し,まくり差し,まくり差し,まくり,差し
202609091402,2026-09-09,14,2R,realtime,4-1-2,4-1-3,4-1-5,2-1-3,3-1-4,まくり,差し,まくり差し,差し,まくり差し
202609091403,2026-09-09,14,3R,daily,3-1-4,3-1-5,3-1-2,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609091403,2026-09-09,14,3R,realtime,3-1-5,3-1-4,3-1-2,5-1-3,5-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609091404,2026-09-09,14,4R,daily,2-1-3,3-1-2,2-1-4,2-3-1,3-1-4,差し,まくり差し,差し,差し,まくり差し
202609091404,2026-09-09,14,4R,realtime,2-1-3,3-1-2,2-3-1,2-1-4,2-1-5,差し,まくり差し,差し,差し,差し
202609091405,2026-09-09,14,5R,daily,5-1-2,5-1-3,5-1-4,4-1-5,3-1-4,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609091405,2026-09-09,14,5R,realtime,3-1-5,5-1-3,5-1-2,3-1-2,5-1-4,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609091406,2026-09-09,14,6R,daily,2-1-3,2-1-4,4-1-2,2-1-5,2-3-1,差し,差し,まくり,差し,差し
202609091406,2026-09-09,14,6R,realtime,2-1-3,2-1-4,3-1-4,4-1-3,4-1-5,差し,差し,まくり差し,差し,まくり差し
202609091407,2026-09-09,14,7R,daily,4-1-5,4-1-2,3-1-4,4-1-3,3-1-2,まくり差し,まくり,まくり差し,差し,まくり差し
202609091407,2026-09-09,14,7R,realtime,5-1-3,3-1-5,4-1-5,5-1-2,4-5-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609091408,2026-09-09,14,8R,daily,4-1-2,2-1-4,4-1-5,4-1-3,2-1-3,まくり,差し,まくり差し,差し,差し
202609091408,2026-09-09,14,8R,realtime,4-1-5,4-1-2,4-5-1,4-1-3,2-1-4,まくり差し,まくり,まくり,差し,差し
202609091409,2026-09-09,14,9R,daily,2-1-3,3-1-2,2-1-4,2-1-5,3-1-4,差し,まくり差し,差し,差し,まくり差し
202609091409,2026-09-09,14,9R,realtime,2-1-3,3-1-2,3-1-5,2-1-5,3-1-4,差し,まくり差し,まくり差し,差し,まくり差し
202609091410,2026-09-09,14,10R,daily,2-1-4,2-1-3,4-1-2,4-1-5,2-1-5,差し,差し,まくり,まくり差し,差し
202609091410,2026-09-09,14,10R,realtime,2-1-3,4-1-5,2-1-4,4-5-1,4-1-2,差し,まくり差し,差し,まくり,まくり
202609091411,2026-09-09,14,11R,daily,2-1-3,2-1-5,2-1-4,5-1-2,3-1-2,差し,差し,差し,まくり差し,まくり差し
202609091411,2026-09-09,14,11R,realtime,5-1-2,5-1-3,5-2-1,2-1-3,2-1-5,まくり差し,まくり差し,まくり差し,差し,差し
202609091412,2026-09-09,14,12R,daily,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609091412,2026-09-09,14,12R,realtime,3-1-2,3-1-5,2-1-3,3-1-4,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609091601,2026-09-09,16,1R,daily,2-1-3,2-1-4,3-1-4,4-1-2,3-1-2,差し,差し,まくり差し,まくり,まくり差し
202609091601,2026-09-09,16,1R,realtime,2-1-4,2-1-3,3-1-2,2-1-5,4-1-2,差し,差し,まくり差し,差し,まくり
202609091602,2026-09-09,16,2R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609091602,2026-09-09,16,2R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609091603,2026-09-09,16,3R,daily,2-1-4,2-1-3,3-1-4,3-1-2,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し
202609091603,2026-09-09,16,3R,realtime,2-1-4,2-1-3,3-1-4,3-1-2,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609091604,2026-09-09,16,4R,daily,4-1-2,4-2-1,2-1-4,4-1-3,4-1-5,まくり,まくり,差し,差し,まくり差し
202609091604,2026-09-09,16,4R,realtime,4-1-2,4-2-1,4-1-5,4-1-3,4-1-6,まくり,まくり,まくり差し,差し,まくり
202609091605,2026-09-09,16,5R,daily,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609091605,2026-09-09,16,5R,realtime,5-1-2,5-1-4,2-1-4,2-1-5,5-2-1,まくり差し,まくり差し,差し,差し,まくり差し
202609091606,2026-09-09,16,6R,daily,3-1-4,2-1-3,2-1-4,3-1-2,3-1-5,まくり差し,差し,差し,まくり差し,まくり差し
202609091606,2026-09-09,16,6R,realtime,2-1-4,2-1-3,2-1-5,3-1-4,2-4-1,差し,差し,差し,まくり差し,差し
202609091607,2026-09-09,16,7R,daily,2-1-3,5-1-2,2-1-4,2-1-5,5-1-4,差し,まくり差し,差し,差し,まくり差し
202609091607,2026-09-09,16,7R,realtime,5-1-2,5-2-1,5-1-4,5-1-6,5-1-3,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609091608,2026-09-09,16,8R,daily,4-1-2,2-1-4,4-1-5,4-1-3,4-2-1,まくり,差し,まくり差し,差し,まくり
202609091608,2026-09-09,16,8R,realtime,4-1-2,4-1-5,4-1-3,4-1-6,2-1-4,まくり,まくり差し,差し,まくり,差し
202609091609,2026-09-09,16,9R,daily,5-1-2,2-1-4,2-1-5,2-1-3,4-1-2,まくり差し,差し,差し,差し,まくり
202609091610,2026-09-09,16,10R,daily,2-1-3,2-1-5,2-1-4,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609091611,2026-09-09,16,11R,daily,2-1-4,4-1-2,2-1-3,2-1-5,5-1-2,差し,まくり,差し,差し,まくり差し
202609091612,2026-09-09,16,12R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609091701,2026-09-09,17,1R,daily,2-1-3,2-1-4,3-1-2,3-1-4,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し
202609091701,2026-09-09,17,1R,realtime,2-1-3,3-1-2,3-1-5,3-1-4,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609091702,2026-09-09,17,2R,daily,2-1-3,3-1-2,2-1-4,2-1-5,3-1-4,差し,まくり差し,差し,差し,まくり差し
202609091702,2026-09-09,17,2R,realtime,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609091703,2026-09-09,17,3R,daily,4-1-2,2-1-4,2-1-3,4-1-3,4-1-5,まくり,差し,差し,差し,まくり差し
202609091703,2026-09-09,17,3R,realtime,2-1-3,2-1-4,4-1-2,4-1-3,4-1-5,差し,差し,まくり,差し,まくり差し
202609091704,2026-09-09,17,4R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609091704,2026-09-09,17,4R,realtime,2-1-4,2-1-3,2-1-5,4-1-2,2-4-1,差し,差し,差し,まくり,差し
202609091705,2026-09-09,17,5R,daily,3-1-4,4-1-3,4-1-2,4-1-5,3-1-2,まくり差し,差し,まくり,まくり差し,まくり差し
202609091705,2026-09-09,17,5R,realtime,3-1-4,4-1-3,3-1-2,4-3-1,3-4-1,まくり差し,差し,まくり差し,まくり,まくり
202609091706,2026-09-09,17,6R,daily,4-1-3,4-1-2,4-1-5,3-1-4,3-1-2,差し,まくり,まくり差し,まくり差し,まくり差し
202609091706,2026-09-09,17,6R,realtime,4-1-2,4-1-3,3-1-2,2-1-3,4-1-5,まくり,差し,まくり差し,差し,まくり差し
202609091707,2026-09-09,17,7R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-3-1,差し,差し,まくり差し,まくり差し,差し
202609091707,2026-09-09,17,7R,realtime,2-1-3,2-1-4,3-1-4,2-3-4,2-3-1,差し,差し,まくり差し,まくり,差し
202609091708,2026-09-09,17,8R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609091708,2026-09-09,17,8R,realtime,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609091709,2026-09-09,17,9R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609091710,2026-09-09,17,10R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202609091711,2026-09-09,17,11R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609091712,2026-09-09,17,12R,daily,3-1-5,3-1-4,3-1-2,2-1-3,5-1-2,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609092001,2026-09-09,20,1R,daily,2-1-3,2-1-4,3-1-4,3-1-2,4-1-3,差し,差し,まくり差し,まくり差し,差し
202609092002,2026-09-09,20,2R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609092003,2026-09-09,20,3R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609092004,2026-09-09,20,4R,daily,4-1-5,4-1-2,4-1-3,3-1-4,3-1-5,まくり差し,まくり,差し,まくり差し,まくり差し
202609092005,2026-09-09,20,5R,daily,2-1-4,4-1-2,2-1-3,4-1-3,4-2-1,差し,まくり,差し,差し,まくり
202609092006,2026-09-09,20,6R,daily,2-1-3,2-1-5,2-1-4,2-3-1,2-5-1,差し,差し,差し,差し,差し
202609092007,2026-09-09,20,7R,daily,2-1-3,2-1-4,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609092008,2026-09-09,20,8R,daily,2-1-3,3-1-2,2-1-4,2-1-5,3-1-4,差し,まくり差し,差し,差し,まくり差し
202609092009,2026-09-09,20,9R,daily,2-1-3,3-1-2,3-1-4,2-1-4,4-1-3,差し,まくり差し,まくり差し,差し,差し
202609092010,2026-09-09,20,10R,daily,4-1-2,2-1-4,2-1-3,4-1-5,3-1-4,まくり,差し,差し,まくり差し,まくり差し
202609092011,2026-09-09,20,11R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202609092012,2026-09-09,20,12R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609092101,2026-09-09,21,1R,daily,3-1-4,4-1-3,3-1-2,3-1-5,2-1-3,まくり差し,差し,まくり差し,まくり差し,差し
202609092101,2026-09-09,21,1R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609092102,2026-09-09,21,2R,daily,4-1-3,4-1-2,4-1-5,3-1-4,4-5-1,差し,まくり,まくり差し,まくり差し,まくり
202609092102,2026-09-09,21,2R,realtime,4-1-2,4-1-5,4-1-3,4-5-1,4-2-1,まくり,まくり差し,差し,まくり,まくり
202609092103,2026-09-09,21,3R,daily,3-1-4,5-1-4,3-1-5,5-1-2,4-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609092103,2026-09-09,21,3R,realtime,5-1-4,5-1-3,3-1-5,5-1-2,3-1-4,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609092104,2026-09-09,21,4R,daily,4-1-2,2-1-4,4-1-5,2-1-3,4-1-3,まくり,差し,まくり差し,差し,差し
202609092104,2026-09-09,21,4R,realtime,4-1-5,4-1-2,4-1-6,4-5-1,2-1-4,まくり差し,まくり,まくり,まくり,差し
